,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
40000,47585-27392,47585,FE,27377,Ludeman Public Affairs,Employer,27392,STE MICHELLE WINE ESTATES LLC (GANO & ASSOC*),18-Sep,10/15/2018,16948.0,STE MICHELLE WINE ESTATES LLC,594.32,0.0,594.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,594.32,27392.0,Subcontract,17565.0,GANO & ASSOC*,View report (https://accesshub.pdc.wa.gov/node/47585),,,
40001,47538-19013,47538,FE,17666,ALEX HUR,Employer,19013,STATEWIDE POVERTY ACTION NETWORK,18-Sep,10/15/2018,16952.0,STATEWIDE POVERTY ACTION NETWORK,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,19013.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47538),Human services,"Human Services, criminal justice reform","Human Services, Appropriations, Ways and Means"
40002,47326-19438,47326,FE,17879,THOMAS M PARKER,Employer,19438,Superior Court Judges Association,18-Sep,10/15/2018,16960.0,Superior Court Judges Association,8333.33,0.0,8333.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8333.33,19438.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47326),Law and justice,JUDICIAL,ADMIN SEN HOUSE FISCAL JUDICIAL CHILD
40003,47326-19439,47326,FE,17879,THOMAS M PARKER,Employer,19439,SURPLUS LINE ASSN OF WA,18-Sep,10/15/2018,16962.0,SURPLUS LINE ASSN OF WA,6500.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,19439.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47326),Financial institutions and insurance,INSURANCE,FIN INST INS
40004,47247-27887,47247,FE,18034,The Nichols Group Government Relations LLC,Employer,27887,Toy Association (GRANT NELSON),18-Sep,10/15/2018,16988.0,Toy Association,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,27887.0,Subcontract,17840.0,GRANT NELSON,View report (https://accesshub.pdc.wa.gov/node/47247),,,
40005,47585-28368,47585,FE,27377,Ludeman Public Affairs,Employer,28368,Uber Technologies Inc and Affiliates (GANO & ASSOC*),18-Sep,10/15/2018,17001.0,Uber Technologies Inc and Affiliates,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,28368.0,Subcontract,17565.0,GANO & ASSOC*,View report (https://accesshub.pdc.wa.gov/node/47585),,,
40006,47326-19440,47326,FE,17879,THOMAS M PARKER,Employer,19440,UNION PACIFIC RAILROAD CO,18-Sep,10/15/2018,17004.0,UNION PACIFIC RAILROAD CO,4666.0,0.0,4666.0,0.0,305.0,0.0,0.0,0.0,0.0,305.0,4971.0,19440.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47326),Transportation,TRANSPORTATION,TRANS FISCAL ENV
40008,47538-47037,47538,FE,17666,ALEX HUR,Employer,47037,UNITED SCHOOLS INSURANCE PROGRAM,18-Sep,10/15/2018,17014.0,UNITED SCHOOLS INSURANCE PROGRAM,630.0,0.0,630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,47037.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47538),Financial institutions and insurance,Insurance/Risk,"FIHI, K-12, BFS"
40009,47247-19776,47247,FE,18034,The Nichols Group Government Relations LLC,Employer,19776,ARROW LAUNCH SERVICES INC,18-Sep,10/15/2018,17034.0,ARROW LAUNCH SERVICES INC,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19776.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47247),Transportation,Marine transportation / services,Transportation / environmental committees
40010,47507-18483,47507,FE,17460,COMMUNICO*,Employer,18483,T-MOBILE USA INC,18-Sep,10/15/2018,17038.0,T-MOBILE USA INC,7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,18483.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/47507),Energy and utilities,Telecommunications,"S - Energy, Environment & Telecom H - Technology Econ & Dev."
