,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
5000,104478-29470,104478,FE,29469,Ramona Hattendorf,Employer,29470,The Arc of King County,23-Jan,4/23/2023,16134,The Arc of King County,790.0,0.0,790.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,790.0,29470,Direct,,,View report (https://accesshub.pdc.wa.gov/node/104478),Fiscal,"5187 and 1140, operating budgets","Ways and Means, Appropriations"
5001,104480-18277,104480,FE,17397,PATRICK S BOSS (Cascade Consulting Group),Employer,18277,COLUMBIA BASIN RAILROAD(CBR)/CENTRAL WA RAILROAD (CWR),23-Mar,4/23/2023,16336,COLUMBIA BASIN RAILROAD(CBR)/CENTRAL WA RAILROAD (CWR),2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18277,Direct,,,View report (https://accesshub.pdc.wa.gov/node/104480),Transportation,Rail Transportation,"WSDOT, Department of Ecology, Senate and House Transportation Committees"
5002,104480-18281,104480,FE,17397,PATRICK S BOSS (Cascade Consulting Group),Employer,18281,PORT OF GRANT CO DIST 01 - Quincy,23-Mar,4/23/2023,16803,PORT OF GRANT CO DIST 01 - Quincy,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,18281,Direct,,,View report (https://accesshub.pdc.wa.gov/node/104480),Fiscal,"Freight Mobility, Economic Development","WSDOT, Dept. of Commerce, Senate Ways & Means Committee, House Capital Budget Committee"
5003,103786-97594,103786,FE,18010,Brewer Public Affairs,Employer,97594,AMERICAN COUNCIL OF LIFE INSURERS,23-Mar,4/24/2023,16098,AMERICAN COUNCIL OF LIFE INSURERS,3750.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,97594,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103786),Financial institutions and insurance,Life Insurance,"OIC, Insurance, Judiciary and Fiscal Committees"
5004,103786-96321,103786,FE,18010,Brewer Public Affairs,Employer,96321,AMERICAN FAMILY MUTUAL INSURANCE,23-Mar,4/24/2023,16103,AMERICAN FAMILY MUTUAL INSURANCE,4333.33,0.0,4333.33,64.6,0.0,0.0,0.0,0.0,0.0,64.6,4397.93,96321,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103786),Financial institutions and insurance,Property & Casualty Insurance,"OIC, Insurance, Judiciary and Fiscal Committees"
5005,103786-99216,103786,FE,18010,Brewer Public Affairs,Employer,99216,Architects and Engineers Legislative Council,23-Mar,4/24/2023,16138,Architects and Engineers Legislative Council,6963.0,0.0,6963.0,64.6,0.0,0.0,0.0,0.0,0.0,64.6,7027.6,99216,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103786),Business and consumer affairs,"Contracting, Design, Construction","DOT, LNI, DOE, CPARB, Transportation, Fiscal, Labor, Contracting, Environment, Capital Budget Committees"
5006,103786-19726,103786,FE,18010,Brewer Public Affairs,Employer,19726,ASSOCIATED GENERAL CONTRACTORS OF WA,23-Mar,4/24/2023,16154,ASSOCIATED GENERAL CONTRACTORS OF WA,5500.0,0.0,5500.0,64.6,0.0,0.0,0.0,0.0,0.0,64.6,5564.6,19726,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103786),Business and consumer affairs,Construction,"DOT, LNI, All legislative committees"
5007,102505-18169,102505,FE,17348,CHRISTOPHERSEN INC*,Employer,18169,ASSN OF WA SPIRITS & WINE DISTRIBUTORS,23-Feb,4/24/2023,16172,ASSN OF WA SPIRITS & WINE DISTRIBUTORS,6250.0,-900.0,5350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5350.0,18169,Direct,,,View report (https://accesshub.pdc.wa.gov/node/102505),Business and consumer affairs,various,various
5008,103319-19359,103319,FE,17848,THE NEXUS GROUP LLC*,Employer,19359,ASSN OF WA SCHOOL PRINCIPALS,23-Mar,4/24/2023,16173,ASSN OF WA SCHOOL PRINCIPALS,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19359,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103319),Fiscal,Health Care Pensions Benefits,SCPP PFC SAO APPS SEBB PEBB HCA
5009,104483-19359,104483,FE,17848,THE NEXUS GROUP LLC*,Employer,19359,ASSN OF WA SCHOOL PRINCIPALS,23-Apr,4/24/2023,16173,ASSN OF WA SCHOOL PRINCIPALS,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19359,Direct,,,View report (https://accesshub.pdc.wa.gov/node/104483),Fiscal,Health Care Pensions Benefits,SCPP PFC SAO APPS SEBB PEBB HCA
5010,103786-19727,103786,FE,18010,Brewer Public Affairs,Employer,19727,AVISTA CORP,23-Mar,4/24/2023,16180,AVISTA CORP,8333.33,0.0,8333.33,64.6,0.0,0.0,0.0,0.0,0.0,64.6,8397.93,19727,Direct,,,View report (https://accesshub.pdc.wa.gov/node/103786),Energy and utilities,Energy,"UTC, LNI, DOE, DNR, OIC, Commerce, Environment & Energy, Labor and Fiscal Committees"
5011,102505-95841,102505,FE,17348,CHRISTOPHERSEN INC*,Employer,95841,FORTERRA,23-Feb,4/24/2023,16234,FORTERRA,5000.0,-300.0,4700.0,180.65,0.0,0.0,0.0,0.0,0.0,180.65,4880.65,95841,Direct,,,View report (https://accesshub.pdc.wa.gov/node/102505),Environmental Affairs - natural resources - parks,various,various
5012,102505-18172,102505,FE,17348,CHRISTOPHERSEN INC*,Employer,18172,THE COLLEGE BOARD,23-Feb,4/24/2023,16334,THE COLLEGE BOARD,5000.0,-900.0,4100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4100.0,18172,Direct,,,View report (https://accesshub.pdc.wa.gov/node/102505),Education,various,various
