,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
55000,57716-46250,57716,FE,17771,MARIE SULLIVAN PUBLIC AFFAIRS CORP.,Employer,46250,Walla Walla School District 140,19-Jul,8/12/2019,46249.0,Walla Walla School District 140,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,46250.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57716),,,
55003,57681-53261,57681,FE,17437,Scott Cave,Employer,53261,King County Juvenile Detention Guild,19-Jun,8/12/2019,53259.0,King County Juvenile Detention Guild,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,53261.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57681),Labor,PSERS and PERS 2 isses for retirement,Select Committee on Pension Policy and stakeholders
55004,57659-53976,57659,FE,17666,ALEX HUR,Employer,53976,Postmates,19-Jul,8/12/2019,53975.0,Postmates,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,53976.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57659),Technology,"Data privacy, independent contractors","Innovation/Tech, Tech, Labor"
55006,57778-18649,57778,FE,17520,Emerick & Bloom,Employer,18649,Washington Acupuncture and Eastern Medicine Association,19-Jul,8/13/2019,16067.0,Washington Acupuncture and Eastern Medicine Association,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,18649.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57778),Higher education,Acupuncture & Eastern Medicine,DOH
55007,56039-18283,56039,FE,17398,BOSWELL CONSULTING*,Employer,18283,AMERICAN INSTITUTE OF ARCHITECTS WA COUNCIL,19-May,8/13/2019,16076.0,AMERICAN INSTITUTE OF ARCHITECTS WA COUNCIL,1750.0,-399.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1351.0,18283.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/56039),Business and consumer affairs,various,various
55008,57379-24862,57379,FE,18045,Amber Ulvenes,Employer,24862,ALZHEIMERS ASSN WA ST CHAPTER,19-Jul,8/13/2019,16086.0,ALZHEIMERS ASSN WA ST CHAPTER,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,24862.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57379),Health Care,FTE funding to support DAC,"Health Care & Appropriations Committees, Jt Selected Comm on Aging & Disability"
55009,57402-19723,57402,FE,18008,Eileen Sullivan,Employer,19723,AMAZON.COM SERVICES LLC,19-Jul,8/13/2019,16088.0,AMAZON.COM SERVICES LLC,230.7,0.0,230.7,0.0,7502.87,10000.0,0.0,0.0,0.0,17502.87,17733.57,19723.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57402),Technology,Privacy legislation,Legislature
55010,57740-53843,57740,FE,53842,Jennifer Thibodeau,Employer,53843,AMAZON.COM SERVICES LLC,19-Jul,8/13/2019,16088.0,AMAZON.COM SERVICES LLC,4600.0,0.0,4600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4600.0,53843.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57740),Technology,Cloud First,Legislature; Washington Technology Solutions
55011,57379-35034,57379,FE,18045,Amber Ulvenes,Employer,35034,AMERICAN ACADEMY OF PEDIATRICS-WA CHAPTER,19-Jul,8/13/2019,16090.0,AMERICAN ACADEMY OF PEDIATRICS-WA CHAPTER,2916.67,0.0,2916.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.67,35034.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57379),Health Care,"Medicaid reimbursement, children's mental health","HCA, Health Care Committees, appropriation committees"
55012,57775-19656,57775,FE,17983,STAUFFACHER COMMUNICATIONS*,Employer,19656,AMERICAN TRAFFIC SOLUTIONS INC,19-Jul,8/13/2019,16124.0,AMERICAN TRAFFIC SOLUTIONS INC,4500.0,-2250.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,19656.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/57775),Transportation,Traffic safety cameras,House & Senate Transportation Cmtes.
