,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
5,89456-75459,89456,FE,17543,H2 Government Relations,Employer,75459,CITY OF FEDERAL WAY,22-Feb,2/27/2023,16282,CITY OF FEDERAL WAY,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,75459,Direct,,,View report (https://accesshub.pdc.wa.gov/node/89456),Local government,Local Gov't Committees,Local Gov't Committees
6,88576-19699,88576,FE,17996,STRATEGIES 360*,Employer,19699,CITY OF MARYSVILLE,22-Jan,2/27/2023,16298,CITY OF MARYSVILLE,12500.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,19699,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88576),Transportation,Transportation Package funding,Transportation
7,90384-19699,90384,FE,17996,STRATEGIES 360*,Employer,19699,CITY OF MARYSVILLE,22-Feb,2/27/2023,16298,CITY OF MARYSVILLE,12500.0,0.0,12500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12500.0,19699,Direct,,,View report (https://accesshub.pdc.wa.gov/node/90384),Transportation,Transportation Package funding,Transportation
13,88576-48466,88576,FE,17996,STRATEGIES 360*,Employer,48466,CITY OF MONROE,22-Jan,2/27/2023,16299,CITY OF MONROE,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,48466,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88576),Local government,Local Gov issues,Local Government
14,90384-48466,90384,FE,17996,STRATEGIES 360*,Employer,48466,CITY OF MONROE,22-Feb,2/27/2023,16299,CITY OF MONROE,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,48466,Direct,,,View report (https://accesshub.pdc.wa.gov/node/90384),Local government,Local Gov issues,Local Government
20,89456-18710,89456,FE,17543,H2 Government Relations,Employer,18710,City of Maple Valley,22-Feb,2/27/2023,16300,City of Maple Valley,3300.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,18710,Direct,,,View report (https://accesshub.pdc.wa.gov/node/89456),Local government,Transportation and Land Use,"H Local Government, S Gov Ops, H Trans, S Trans"
21,89456-49524,89456,FE,17543,H2 Government Relations,Employer,49524,CITY OF PUYALLUP,22-Feb,2/27/2023,16302,CITY OF PUYALLUP,2250.0,0.0,2250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2250.0,49524,Direct,,,View report (https://accesshub.pdc.wa.gov/node/89456),,,
22,88328-81716,88328,FE,81702,JH Consulting,Employer,81716,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),22-Jan,2/27/2023,16334,THE COLLEGE BOARD,229.16,0.0,229.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.16,81716,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/88328),,,
23,90188-81716,90188,FE,81702,JH Consulting,Employer,81716,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),22-Feb,2/27/2023,16334,THE COLLEGE BOARD,229.16,0.0,229.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.16,81716,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/90188),,,
24,95187-73123,95187,FE,18008,Eileen Sullivan,Employer,73123,COMCAST CABLE COMMUNICATIONS,22-Aug,2/27/2023,16344,COMCAST CABLE COMMUNICATIONS,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,73123,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95187),Technology,Privacy,"H Innovation, Technology & Economic Development, S Environment, Energy & Technology"
25,89456-18711,89456,FE,17543,H2 Government Relations,Employer,18711,COMMUNITY ASSOC INSTITUTE,22-Feb,2/27/2023,16346,COMMUNITY ASSOC INSTITUTE,3750.0,0.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3750.0,18711,Direct,,,View report (https://accesshub.pdc.wa.gov/node/89456),Business and consumer affairs,Condo and Homeowner,"House Judiciary, Senate FII, Ways & Means, Senate Judiciary"
26,88576-62476,88576,FE,17996,STRATEGIES 360*,Employer,62476,COMPASS HEALTH,22-Jan,2/27/2023,16353,COMPASS HEALTH,6500.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,62476,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88576),Health Care,"HB 1735, HB 2053, HB 1865",Behavioral Health
27,90384-62476,90384,FE,17996,STRATEGIES 360*,Employer,62476,COMPASS HEALTH,22-Feb,2/27/2023,16353,COMPASS HEALTH,6500.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,62476,Direct,,,View report (https://accesshub.pdc.wa.gov/node/90384),Health Care,"HB 1735, HB 2053, HB 1865",Behavioral Health
33,88576-38853,88576,FE,17996,STRATEGIES 360*,Employer,38853,C-TRAN,22-Jan,2/27/2023,16375,C-TRAN,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,38853,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88576),Fiscal,Bus Rapid Transit,Transportation / Capital
34,90384-38853,90384,FE,17996,STRATEGIES 360*,Employer,38853,C-TRAN,22-Feb,2/27/2023,16375,C-TRAN,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,38853,Direct,,,View report (https://accesshub.pdc.wa.gov/node/90384),Fiscal,Bus Rapid Transit,Transportation / Capital
40,89456-18712,89456,FE,17543,H2 Government Relations,Employer,18712,DAYBREAK YOUTH SERVICES,22-Feb,2/27/2023,16381,DAYBREAK YOUTH SERVICES,2300.0,0.0,2300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2300.0,18712,Direct,,,View report (https://accesshub.pdc.wa.gov/node/89456),Health Care,Health Care,"H Health Care, S Health Care"
41,95187-73988,95187,FE,18008,Eileen Sullivan,Employer,73988,"Meta Platforms, Inc.",22-Aug,2/27/2023,16430,"Meta Platforms, Inc.",6250.0,0.0,6250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6250.0,73988,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95187),Technology,Privacy,"H Innovation, Technology & Economic Development, S Environment, Energy & Technology"
42,88576-19701,88576,FE,17996,STRATEGIES 360*,Employer,19701,GRANT PUD,22-Jan,2/27/2023,16481,GRANT PUD,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,19701,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88576),,,
43,90384-19701,90384,FE,17996,STRATEGIES 360*,Employer,19701,GRANT PUD,22-Feb,2/27/2023,16481,GRANT PUD,7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,19701,Direct,,,View report (https://accesshub.pdc.wa.gov/node/90384),,,
49,91152-18285,91152,FE,17398,BOSWELL CONSULTING*,Employer,18285,GREATER SEATTLE CHAMBER OF COMMERCE,22-Mar,2/27/2023,16483,GREATER SEATTLE CHAMBER OF COMMERCE,6250.0,-560.48,5689.52,86.96,0.0,0.0,0.0,0.0,0.0,86.96,5776.48,18285,Direct,,,View report (https://accesshub.pdc.wa.gov/node/91152),Local government,various,various
50,92153-18285,92153,FE,17398,BOSWELL CONSULTING*,Employer,18285,GREATER SEATTLE CHAMBER OF COMMERCE,22-Apr,2/27/2023,16483,GREATER SEATTLE CHAMBER OF COMMERCE,6250.0,-560.48,5689.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5689.52,18285,Direct,,,View report (https://accesshub.pdc.wa.gov/node/92153),Local government,various,various
51,88328-81725,88328,FE,81702,JH Consulting,Employer,81725,GREATER SEATTLE CHAMBER OF COMMERCE (BOSWELL CONSULTING*),22-Jan,2/27/2023,16483,GREATER SEATTLE CHAMBER OF COMMERCE,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,81725,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/88328),,,
