,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
20000,110627-59366,110627,FE,44616,DeVere Public Affairs and Consulting,Employer,59366,EXPLORE INFORMATION SERVICES,23-Dec,1/12/2024,16428,EXPLORE INFORMATION SERVICES,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,59366,Direct,,,View report (https://accesshub.pdc.wa.gov/node/110627),Business and consumer affairs,Privacy,"Consumer Affairs, Energy & Technology"
20001,110627-81410,110627,FE,44616,DeVere Public Affairs and Consulting,Employer,81410,DDC Public Affairs on behalf of Lockheed Martin,23-Dec,1/12/2024,31152,DDC Public Affairs on behalf of Lockheed Martin,4500.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,81410,Direct,,,View report (https://accesshub.pdc.wa.gov/node/110627),Environmental Affairs - natural resources - parks,Budget,"Dept. of Natural Resources, Fiscal Committees"
20002,110627-98884,110627,FE,44616,DeVere Public Affairs and Consulting,Employer,98884,L3HARRIS,23-Dec,1/12/2024,16493,L3HARRIS,4500.0,0.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4500.0,98884,Direct,,,View report (https://accesshub.pdc.wa.gov/node/110627),Technology,LMR procurement,"Transportation committees, staff"
20003,112099-50372,112099,FE,50371,Tom Wolf,Employer,50372,BP AMERICA INC,23-Nov,1/12/2024,16139,BP AMERICA INC,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,50372,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112099),Energy and utilities,Fuels Transparency,"Sen. Joe Nguyen, Becky Kelley (Governor's office)"
20004,112125-19469,112125,FE,17897,POTTS & ASSOC*,Employer,19469,FRANKLIN CO COMMISSION,23-Dec,1/12/2024,16453,FRANKLIN CO COMMISSION,440.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.0,19469,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112125),,,
20005,112125-19471,112125,FE,17897,POTTS & ASSOC*,Employer,19471,KLICKITAT CO COMMISSION,23-Dec,1/12/2024,16583,KLICKITAT CO COMMISSION,275.0,0.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,19471,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112125),Local government,"Agriculture, land use, permitting, growth management, transportation.","Legislators, staff, & agency personnel"
20006,112119-93660,112119,FE,93659,Anne Anderson,Employer,93660,WSNIA,23-Dec,1/12/2024,78642,WSNIA,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,93660,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112119),Law and justice,Narcotics,Washington State Legislators
20007,111955-19492,111955,FE,17901,K & L GATES*,Employer,19492,School Alliance,23-Dec,1/12/2024,16879,School Alliance,272.5,0.0,272.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.5,19492,Direct,,,View report (https://accesshub.pdc.wa.gov/node/111955),Education,Public school funding,"Sen. Braun, Sen. Dhingra"
20008,112126-38874,112126,FE,38873,Aaron Czyzewski,Employer,38874,FOOD LIFELINE,23-Dec,1/12/2024,16448,FOOD LIFELINE,6575.0,0.0,6575.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6575.0,38874,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112126),Environmental Affairs - natural resources - parks,Organics methane reduction,Rep Beth Doglio
20010,112144-74075,112144,FE,51634,Kenton Brine,Employer,74075,NW Insurance Council,23-Dec,1/12/2024,74029,NW Insurance Council,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,74075,Direct,,,View report (https://accesshub.pdc.wa.gov/node/112144),,,
