,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
15011,29313-19466,29313,FE,17897,POTTS & ASSOC*,Employer,19466,CATTLE PRODUCERS OF WA,17-Jan,2/23/2017,16240.0,CATTLE PRODUCERS OF WA,7150.0,0.0,7150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7150.0,19466.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Agriculture,"Beef commission, beef checkoff, brand inspection program, and cougar & wolf issues","House & Senate Ag committees, Environment committee"
15012,30688-18114,30688,FE,17329,"Advocates, Inc.",Employer,18114,CHECK INTO CASH (THRU MULTISTATE),16-Dec,2/23/2017,16252.0,CHECK INTO CASH (THRU MULTISTATE),1099.29,0.0,1099.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1099.29,18114.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/30688),,,
15015,29313-19467,29313,FE,17897,POTTS & ASSOC*,Employer,19467,DOUGLAS CO COMMISSION,17-Jan,2/23/2017,16394.0,DOUGLAS CO COMMISSION,3960.0,0.0,3960.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3960.0,19467.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Local government,"Land use, transportation budgets, local funding, local authority, and public records requests.",All legislative committees and applicable agencies
15017,30702-18237,30702,FE,17380,Paul B Benz,Employer,18237,FAITH ACTION NETWORK,17-Jan,2/23/2017,16432.0,FAITH ACTION NETWORK,903.01,0.0,903.01,476.6,0.0,0.0,0.0,0.0,0.0,476.6,1379.61,18237.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/30702),State government,SB 5607; HB 1500; HB 1508/SB 5696; HB 1508/SB 5696; HB 1300/SB 5527; HB 1301/SB 5528; HB 1302; HB 1506/SB 5140; HB 1482/SB 5440; HB 1116/SB 5032; HB 1529/SB 5073; SB 5465; HB 1783; HB 1935/SB 5354; HB 1129/SB 5069; HB 1298/SB 5312; HB 1789/SB 5600; HB 174,WA State Legislators
15018,29313-19468,29313,FE,17897,POTTS & ASSOC*,Employer,19468,FERRY CO COMMISSION,17-Jan,2/23/2017,16440.0,FERRY CO COMMISSION,3330.0,0.0,3330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3330.0,19468.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Local government,"Land use, transportation budgets, local funding, local authority, and public records requests.",All legislative committees and applicable agencies
15019,29313-19469,29313,FE,17897,POTTS & ASSOC*,Employer,19469,FRANKLIN CO COMMISSION,17-Jan,2/23/2017,16453.0,FRANKLIN CO COMMISSION,5280.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,19469.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),,,
15021,29313-19470,29313,FE,17897,POTTS & ASSOC*,Employer,19470,GRANT CO COMMISSION,17-Jan,2/23/2017,16479.0,GRANT CO COMMISSION,5280.0,0.0,5280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5280.0,19470.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Local government,"Land use, transportation budgets, local funding, local authority, and public records requests.",All legislative committees and applicable agencies
15022,25606-18651,25606,FE,17520,Emerick & Bloom,Employer,18651,HOME CARE ASSN OF WA,16-Aug,2/23/2017,16509.0,HOME CARE ASSN OF WA,3200.0,0.0,3200.0,332.45,0.0,0.0,0.0,0.0,0.0,332.45,3532.45,18651.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25606),Health Care,Home Health Care,"HCA, DOH, Health Care Committees"
15023,29313-19471,29313,FE,17897,POTTS & ASSOC*,Employer,19471,KLICKITAT CO COMMISSION,17-Jan,2/23/2017,16583.0,KLICKITAT CO COMMISSION,11000.0,0.0,11000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11000.0,19471.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Local government,"Land use, transportation budgets, local funding, local authority, and public records requests.",All legislative committees and applicable agencies
15025,29313-19472,29313,FE,17897,POTTS & ASSOC*,Employer,19472,LINCOLN CO COMMISSION,17-Jan,2/23/2017,16608.0,LINCOLN CO COMMISSION,3300.0,0.0,3300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3300.0,19472.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/29313),Local government,"Land use, transportation budgets, local funding, local authority, and public records requests.",All legislative committees and applicable agencies
