,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
20001,34077-19927,34077,FE,18111,MATT ZUVICH,Employer,19927,WA FEDERATION OF STATE EMPLOYEES,17-May,6/14/2017,17121.0,WA FEDERATION OF STATE EMPLOYEES,7012.5,0.0,7012.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7012.5,19927.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34077),State government,"HB2145, HB2146",House Finance
20003,34059-19888,34059,FE,18088,White Tudor LLC,Employer,19888,WA OCCUPATIONAL THERAPY ASSN,17-May,6/14/2017,17161.0,WA OCCUPATIONAL THERAPY ASSN,2700.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0,19888.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34059),Health Care,many,"HCA, L&I, OT Practice Board, OIC"
20004,34131-18652,34131,FE,17520,Emerick & Bloom,Employer,18652,Home Care Association of America,17-May,6/14/2017,17168.0,Home Care Association of America,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,18652.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34131),Health Care,Private Pay Home Care,"HCA, DOH, Health Care Committees"
20005,34088-19326,34088,FE,17827,STEPHEN F MULLIN,Employer,19326,WA ROUNDTABLE,17-May,6/14/2017,17178.0,WA ROUNDTABLE,1175.0,0.0,1175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.0,19326.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34088),Education,Various,Various
20006,34087-19716,34087,FE,18000,NEIL STREGE,Employer,19716,WA ROUNDTABLE,17-May,6/14/2017,17178.0,WA ROUNDTABLE,2367.0,0.0,2367.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,19716.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34087),Education,Various,Various
20008,34043-19253,34043,FE,17796,JAMES MCMAHAN,Employer,19253,WA ASSN OF SHERIFFS & POLICE CHIEFS,17-May,6/14/2017,17196.0,WA ASSN OF SHERIFFS & POLICE CHIEFS,408.89,0.0,408.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,408.89,19253.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34043),Law and justice,Budget,State Legislature
20011,34054-18421,34054,FE,17434,CASCADE GOVT AFFAIRS LLC*,Employer,18421,WA STATE ATHLETIC TRAINERS ASSN,17-May,6/14/2017,17218.0,WA STATE ATHLETIC TRAINERS ASSN,750.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,750.0,18421.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34054),Health Care,Health Care Licensure,Health Care Committees
20012,34051-18949,34051,FE,17621,NEIL T HARTMAN,Employer,18949,WA ST BUILDING & CONSTRUCTION TRADES COUNCIL,17-May,6/14/2017,17223.0,WA ST BUILDING & CONSTRUCTION TRADES COUNCIL,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,18949.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34051),Transportation,Labor related issues,ALL
20013,34048-19358,34048,FE,17847,LEE NEWGENT,Employer,19358,WA ST BUILDING & CONSTRUCTION TRADES COUNCIL,17-May,6/14/2017,17223.0,WA ST BUILDING & CONSTRUCTION TRADES COUNCIL,6026.0,0.0,6026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6026.0,19358.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34048),Transportation,Labor related issues,ALL
20014,34122-18439,34122,FE,17448,"DONNA CHRISTENSEN, PACIFIC GOVERNMENT AFFAIRS",Employer,18439,WA ST CATHOLIC CONFERENCE,17-May,6/14/2017,17228.0,WA ST CATHOLIC CONFERENCE,3800.0,0.0,3800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3800.0,18439.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34122),Fiscal,budget,"Budget committees, human services"
20015,34144-19762,34144,FE,18024,Roosevelt Consulting,Employer,19762,WA STATE COUNCIL OF COUNTY & CITY EMPLOYEES,17-May,6/14/2017,17230.0,WA STATE COUNCIL OF COUNTY & CITY EMPLOYEES,797.0,0.0,797.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,797.0,19762.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34144),Fiscal,budget,"ways and means, appropriations"
20016,34089-18914,34089,FE,17601,LAURA W GROSHONG,Employer,18914,WA ST COALITION MENTAL HLTH PROF & CONSUMERS,17-May,6/14/2017,17235.0,WA ST COALITION MENTAL HLTH PROF & CONSUMERS,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,18914.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34089),,,
20017,34064-18560,34064,FE,17491,SCOTT DILLEY,Employer,18560,WA ST DAIRY FEDERATION,17-May,6/14/2017,17239.0,WA ST DAIRY FEDERATION,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,18560.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34064),Agriculture,Dairy,Legislature and State agencies
20018,32984-18868,32984,FE,17583,JAY GORDON,Employer,18868,WA ST DAIRY FEDERATION,17-Apr,6/14/2017,17239.0,WA ST DAIRY FEDERATION,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,18868.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/32984),Agriculture,All dairy issues,Legislature and State Agencies
20019,34063-18868,34063,FE,17583,JAY GORDON,Employer,18868,WA ST DAIRY FEDERATION,17-May,6/14/2017,17239.0,WA ST DAIRY FEDERATION,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,18868.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34063),Agriculture,All dairy issues,Legislature and State Agencies
20020,34062-19906,34062,FE,18099,DAN WOOD,Employer,19906,WA ST DAIRY FEDERATION,17-May,6/14/2017,17239.0,WA ST DAIRY FEDERATION,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,19906.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34062),Agriculture,All dairy issues,Legislature and State Agencies
20021,34099-19240,34099,FE,17786,Leonard A Mc Comb,Employer,19240,WA ST HOSPITAL ASSN,17-May,6/14/2017,17252.0,WA ST HOSPITAL ASSN,10500.0,0.0,10500.0,170.86,0.0,0.0,0.0,0.0,0.0,170.86,10670.86,19240.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34099),Health Care,OPERATING BUDGET,APPROPRIATIONS WAYS AND MEANS
20022,34131-18653,34131,FE,17520,Emerick & Bloom,Employer,18653,WA ST HOSPICE & PALLIATIVE CARE ORG,17-May,6/14/2017,17255.0,WA ST HOSPICE & PALLIATIVE CARE ORG,3605.0,0.0,3605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3605.0,18653.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34131),Health Care,Hospice,"HCA, DOH, Health Care Committees"
20024,34080-19190,34080,FE,17771,MARIE SULLIVAN PUBLIC AFFAIRS CORP.,Employer,19190,WA ST PTA,17-May,6/14/2017,17277.0,WA ST PTA,4250.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,19190.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34080),Education,"education funding, assessments (HB 1046)","Education funding negotiators, House and Senate education leaders; OSPI GR team"
20025,34105-18798,34105,FE,17575,DAVOR GJURASIC,Employer,18798,WA ST PATROL TROOPERS ASSN,17-May,6/14/2017,17278.0,WA ST PATROL TROOPERS ASSN,5000.0,0.0,5000.0,50.5,0.0,0.0,0.0,0.0,0.0,50.5,5050.5,18798.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34105),,,
20026,34118-18434,34118,FE,17446,MARIA CHIECHI,Employer,18434,Adult Family Home Council,17-May,6/14/2017,17280.0,Adult Family Home Council,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,18434.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34118),Fiscal,Budget,Appropriations & Ways & Means Members
20028,34116-18559,34116,FE,17490,DIEDRICK GOVERNMENTAL AFFAIRS LLC,Employer,18559,WA ST SCHOOL RETIREES ASSN,17-May,6/14/2017,17286.0,WA ST SCHOOL RETIREES ASSN,5500.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,18559.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/34116),Fiscal,Plan 1 Retiree COLAs,Senate Ways and Means; House Appropriations
