,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
10000,26782-19937,26782,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,19937,AMERICAN MASSAGE THERAPY ASSN- WA CHAPTER (MELANIE STEWART & ASSOC LLC*),16-Sep,11/8/2016,16115.0,AMERICAN MASSAGE THERAPY ASSN- WA CHAPTER,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,19937.0,Subcontract,17991.0,MELANIE STEWART & ASSOC LLC*,View report (https://accesshub.pdc.wa.gov/node/26782),,,
10001,26788-18145,26788,FE,17339,Amber D Lewis Consulting LLC,Employer,18145,ASSISTED LIVING FEDERATION OF AMERICA,16-Oct,11/8/2016,16145.0,ASSISTED LIVING FEDERATION OF AMERICA,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,18145.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/26788),Health Care,assisted living,health care committees
10004,26778-20063,26778,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,20063,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),16-Jun,11/8/2016,16334.0,THE COLLEGE BOARD,375.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,20063.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/26778),,,
10005,26779-20063,26779,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,20063,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),16-Jul,11/8/2016,16334.0,THE COLLEGE BOARD,375.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,20063.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/26779),,,
10006,26781-20063,26781,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,20063,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),16-Aug,11/8/2016,16334.0,THE COLLEGE BOARD,375.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,20063.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/26781),,,
10007,26782-20063,26782,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,20063,THE COLLEGE BOARD (CHRISTOPHERSEN INC*),16-Sep,11/8/2016,16334.0,THE COLLEGE BOARD,375.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0,20063.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/26782),,,
10009,26788-18147,26788,FE,17339,Amber D Lewis Consulting LLC,Employer,18147,DB3,16-Oct,11/8/2016,16382.0,DB3,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18147.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/26788),Business and consumer affairs,cannabis,WA LCB
10010,26778-19930,26778,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,19930,DIAGEO (MELANIE STEWART & ASSOC LLC*),16-Jun,11/8/2016,16387.0,DIAGEO,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,19930.0,Subcontract,17991.0,MELANIE STEWART & ASSOC LLC*,View report (https://accesshub.pdc.wa.gov/node/26778),,,
10011,26779-19930,26779,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,19930,DIAGEO (MELANIE STEWART & ASSOC LLC*),16-Jul,11/8/2016,16387.0,DIAGEO,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,19930.0,Subcontract,17991.0,MELANIE STEWART & ASSOC LLC*,View report (https://accesshub.pdc.wa.gov/node/26779),,,
10012,26781-19930,26781,FE,17992,STEWART GOVERNMENT AFFAIRS,Employer,19930,DIAGEO (MELANIE STEWART & ASSOC LLC*),16-Aug,11/8/2016,16387.0,DIAGEO,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,19930.0,Subcontract,17991.0,MELANIE STEWART & ASSOC LLC*,View report (https://accesshub.pdc.wa.gov/node/26781),,,
