,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
75000,69995-19938,69995,FE,18108,JENNIFER ZIEGLER,Employer,19938,Sanitary Service Co (PATRICK DUNN & ASSOCIATES LTD*),20-Jul,8/14/2020,16872.0,Sanitary Service Co,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,19938.0,Subcontract,17505.0,PATRICK DUNN & ASSOCIATES LTD*,View report (https://accesshub.pdc.wa.gov/node/69995),,,
75001,70011-19837,70011,FE,18059,DAWN P VYVYAN,Employer,19837,SAUK-SUIATTLE INDIAN TRIBE,20-Jul,8/14/2020,16875.0,SAUK-SUIATTLE INDIAN TRIBE,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,19837.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/70011),State government,Education Health,Children Family Serevices
75002,69995-28263,69995,FE,18108,JENNIFER ZIEGLER,Employer,28263,School Alliance,20-Jul,8/14/2020,16879.0,School Alliance,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,28263.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69995),,,
75003,69825-18775,69825,FE,17565,GANO & ASSOC*,Employer,18775,SCIENTIFIC GAMES CORPORATION,20-Jul,8/14/2020,16885.0,SCIENTIFIC GAMES CORPORATION,8500.0,-2750.0,5750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750.0,18775.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69825),Fiscal,Lottery Scratch Tickets,WA Lottery H S Commerce
75004,69825-18776,69825,FE,17565,GANO & ASSOC*,Employer,18776,SHELL OIL CO,20-Jul,8/14/2020,16911.0,SHELL OIL CO,5000.0,-660.36,4339.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4339.64,18776.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69825),Transportation,Oil Refinery,H S Trans H S Business Fiscal
75007,69825-18777,69825,FE,17565,GANO & ASSOC*,Employer,18777,STE MICHELLE WINE ESTATES LLC,20-Jul,8/14/2020,16948.0,STE MICHELLE WINE ESTATES LLC,4500.0,-594.32,3905.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3905.68,18777.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69825),Business and consumer affairs,Wine,H S Commerce
75008,70012-19454,70012,FE,17890,LEE PHILLIPS,Employer,19454,SUNRISE SERVICES INC,20-Jul,8/14/2020,16959.0,SUNRISE SERVICES INC,800.0,0.0,800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800.0,19454.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/70012),Human services,Budget,"Appropriations, Ways & Means"
75009,69624-57163,69624,FE,25651,Insight Strategic Partners LLC,Employer,57163,TALGO INC,20-Jul,8/14/2020,16971.0,TALGO INC,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,57163.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69624),Transportation,Transportation,"Department of Transporation, Governor's Office"
75010,69966-18558,69966,FE,17489,WILLIAM F DEWEY,Employer,18558,TAYLOR SHELLFISH CO INC,20-Jul,8/14/2020,16973.0,TAYLOR SHELLFISH CO INC,1175.4,0.0,1175.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175.4,18558.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69966),Agriculture,decision package for water quality inspector,Chery Sullivan WSDA
75011,69913-58298,69913,FE,58297,Samantha Kersul,Employer,58298,TECHNOLOGY NETWORK,20-Jul,8/14/2020,16978.0,TECHNOLOGY NETWORK,6510.0,0.0,6510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6510.0,58298.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/69913),Transportation,"Autonomous Vehicle Issues, Testing, Deployment","AV Work Group, State Legislature"
