,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
90000,79856-64874,79856,FE,17434,CASCADE GOVT AFFAIRS LLC*,Employer,64874,Washington Association of Colon Hydrotherapy,21-Apr,5/17/2021,64754.0,Washington Association of Colon Hydrotherapy,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,64874.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79856),Health Care,2775 - Certification,Health Care Committees
90001,79900-65305,79900,FE,17522,ENGAGE STRATEGIES SPC*,Employer,65305,Washington Outdoor School Consortium on behalf Wa School Principals Education Foundation,21-Mar,5/17/2021,65012.0,Washington Outdoor School Consortium on behalf Wa School Principals Education Foundation,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,65305.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79900),Education,Outdoor school funding,"OFM, OSPI"
90002,79901-65305,79901,FE,17522,ENGAGE STRATEGIES SPC*,Employer,65305,Washington Outdoor School Consortium on behalf Wa School Principals Education Foundation,21-Apr,5/17/2021,65012.0,Washington Outdoor School Consortium on behalf Wa School Principals Education Foundation,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,65305.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79901),Education,Outdoor school funding,"OFM, OSPI"
90003,79875-69369,79875,FE,17433,CARNEY BADLEY SPELLMAN*,Employer,69369,American Fraternal Alliance,21-Apr,5/17/2021,69363.0,American Fraternal Alliance,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,69369.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79875),Fiscal,Tax and Fiscal Policy Bills to be considered in 2021,Senate Ways and Means Committee; House Finance Committee; House Appropriations Committee
90004,79714-71819,79714,FE,25651,Insight Strategic Partners LLC,Employer,71819,"DoorDash, Inc",21-Apr,5/17/2021,70327.0,"DoorDash, Inc",10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,71819.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79714),Transportation,Transportation,Transportation & Technology
90005,79714-73393,79714,FE,25651,Insight Strategic Partners LLC,Employer,73393,Port of Port Townsend,21-Apr,5/17/2021,72585.0,Port of Port Townsend,2750.0,0.0,2750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2750.0,73393.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79714),Transportation,Transportation & Economic Development,Transportation & Economic Development
90006,79714-73543,79714,FE,25651,Insight Strategic Partners LLC,Employer,73543,"Secure Identity, LLC",21-Apr,5/17/2021,73165.0,"Secure Identity, LLC",8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,73543.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79714),Technology,"Privacy, health and technology",Technology
90007,79714-73699,79714,FE,25651,Insight Strategic Partners LLC,Employer,73699,"NextEra Energy Resources, LLC",21-Apr,5/17/2021,73563.0,"NextEra Energy Resources, LLC",6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,73699.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79714),Energy and utilities,Energy,Energy
90008,79856-75628,79856,FE,17434,CASCADE GOVT AFFAIRS LLC*,Employer,75628,Sumner-Bonney Lake School District,21-Apr,5/17/2021,74028.0,Sumner-Bonney Lake School District,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,75628.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79856),,,
90009,79714-74564,79714,FE,25651,Insight Strategic Partners LLC,Employer,74564,"Electronic Transaction Consultants, Inc",21-Apr,5/17/2021,74268.0,"Electronic Transaction Consultants, Inc",6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,74564.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79714),Transportation,Transportation,WSOT & Governor's Office
90010,79870-74806,79870,FE,51590,Lodestar Strategic LLC,Employer,74806,LeaseLock,21-Apr,5/17/2021,74805.0,LeaseLock,7000.0,-3000.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,74806.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/79870),Business and consumer affairs,HB1515,"House and Senate Housing Committee members, House and Senate leadership"
