,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
80000,70064-61518,70064,FE,48956,Brooke Davies,Employer,61518,WA BEVERAGE ASSN,20-Jul,12/9/2020,17190.0,WA BEVERAGE ASSN,1750.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,61518.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/70064),Business and consumer affairs,various,various
80001,70949-61518,70949,FE,48956,Brooke Davies,Employer,61518,WA BEVERAGE ASSN,20-Aug,12/9/2020,17190.0,WA BEVERAGE ASSN,1750.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,61518.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/70949),Business and consumer affairs,various,various
80002,71793-61518,71793,FE,48956,Brooke Davies,Employer,61518,WA BEVERAGE ASSN,20-Sep,12/9/2020,17190.0,WA BEVERAGE ASSN,1750.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,61518.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/71793),Business and consumer affairs,various,various
80003,71794-61518,71794,FE,48956,Brooke Davies,Employer,61518,WA BEVERAGE ASSN,20-Oct,12/9/2020,17190.0,WA BEVERAGE ASSN,1750.0,0.0,1750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1750.0,61518.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/71794),Business and consumer affairs,various,various
80004,72997-18448,72997,FE,17450,CIVIC GROUP*,Employer,18448,WA ASSN OF SEWER & WATER DISTRICTS,20-Nov,12/9/2020,17198.0,WA ASSN OF SEWER & WATER DISTRICTS,7000.0,-1000.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,18448.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/72997),Environmental Affairs - natural resources - parks,"Water issues, water quality","Environment Committee; Ag & Natural Resources Committee; Agriculture, Water, Trade & Economic Development Committee"
80006,73018-18370,73018,FE,17432,CAPITOL STRATEGIES CONSULTING*,Employer,18370,WA WATER POLICY ALLIANCE,20-Nov,12/9/2020,17212.0,WA WATER POLICY ALLIANCE,2236.0,0.0,2236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.0,18370.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/73018),Agriculture,Water rights,Agriculture Committees and Dept. of Ecology
80007,72997-18449,72997,FE,17450,CIVIC GROUP*,Employer,18449,WA ST AUTO DEALERS ASSN INC,20-Nov,12/9/2020,17216.0,WA ST AUTO DEALERS ASSN INC,10230.67,0.0,10230.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10230.67,18449.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/72997),Fiscal,Tax & Finance,Ways & Means Committee
80008,73053-60935,73053,FE,60930,Mario Merced Villanueva,Employer,60935,WA ST CATHOLIC CONFERENCE,20-Nov,12/9/2020,17228.0,WA ST CATHOLIC CONFERENCE,403.8,0.0,403.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403.8,60935.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/73053),Education,CARES Act funding distribution,OSPI
80009,70064-48970,70064,FE,48956,Brooke Davies,Employer,48970,"WASTE MANAGEMENT OF WASHINGTON, INC. (BOSWELL CONSULTING*)",20-Jul,12/9/2020,17260.0,"WASTE MANAGEMENT OF WASHINGTON, INC.",321.43,0.0,321.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.43,48970.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/70064),,,
80010,70949-48970,70949,FE,48956,Brooke Davies,Employer,48970,"WASTE MANAGEMENT OF WASHINGTON, INC. (BOSWELL CONSULTING*)",20-Aug,12/9/2020,17260.0,"WASTE MANAGEMENT OF WASHINGTON, INC.",321.43,0.0,321.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.43,48970.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/70949),,,
