,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
115000,95805-46939,95805,FE,18108,JENNIFER ZIEGLER,Employer,46939,WA ECONOMIC DEVELOPMENT ASSN,22-Aug,9/15/2022,17102.0,WA ECONOMIC DEVELOPMENT ASSN,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,46939.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95805),,,
115006,95769-18404,95769,FE,17433,CARNEY BADLEY SPELLMAN*,Employer,18404,WA ASSN OF HEALTH UNDERWRITERS,22-Aug,9/15/2022,17129.0,WA ASSN OF HEALTH UNDERWRITERS,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,18404.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95769),Business and consumer affairs,"Health Insurance, Life Insurance,Disability Insurance, Long Term Care Insurance,Taxation",Senate HC Cmte; Senate W&M Cmte; Senate FII Cmte; House HC&W Cmte; House BFS Cmte; House Approp. Cmte; Ins. Comm
115007,95719-83346,95719,FE,17825,CAREY L MORRIS,Employer,83346,WA ASSN OF NATUROPATHIC PHYSICIANS,22-Aug,9/15/2022,17154.0,WA ASSN OF NATUROPATHIC PHYSICIANS,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,83346.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95719),Health Care,5088,"Healthcare, Workforce"
115008,91262-85185,91262,FE,17581,GORDON THOMAS HONEYWELL GOV AFFAIRS*,Employer,85185,Washington Public Ports Association,22-Mar,9/15/2022,17174.0,Washington Public Ports Association,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,85185.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/91262),Energy and utilities,Energy Issues,Legislative
115009,95805-47807,95805,FE,18108,JENNIFER ZIEGLER,Employer,47807,WA ROUNDTABLE,22-Aug,9/15/2022,17178.0,WA ROUNDTABLE,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,47807.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95805),Transportation,Transportation Funding,Transportation Committees
115010,95718-19398,95718,FE,17870,OUTCOMES BY LEVY LLC*,Employer,19398,WA RECREATION & PARKS ASSN,22-Aug,9/15/2022,17183.0,WA RECREATION & PARKS ASSN,1700.0,0.0,1700.0,30.75,0.0,0.0,0.0,0.0,0.0,30.75,1730.75,19398.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95718),Environmental Affairs - natural resources - parks,"Local M&O funding needs, ""Parks Rx""","8/8 - WRPA meets w/ Rep. Cindy Ryu on sponsorship of local parks M&O budget request; 8/9 -- Meeting w/ Sen. Committee staff on drafting ""Parks Rx"" bill; 8/11 - Lunch meeting with Rep. Ryu on multiple issues;"
115011,95802-81720,95802,FE,81702,JH Consulting,Employer,81720,WA REFUSE & RECYCLING ASSN (CHRISTOPHERSEN INC*),22-Aug,9/15/2022,17185.0,WA REFUSE & RECYCLING ASSN,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,81720.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/95802),,,
115012,95802-81735,95802,FE,81702,JH Consulting,Employer,81735,WA BEVERAGE ASSN (BOSWELL CONSULTING*),22-Aug,9/15/2022,17190.0,WA BEVERAGE ASSN,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,81735.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/95802),,,
115013,95743-19253,95743,FE,17796,JAMES MCMAHAN,Employer,19253,WA ASSN OF SHERIFFS & POLICE CHIEFS,22-Aug,9/15/2022,17196.0,WA ASSN OF SHERIFFS & POLICE CHIEFS,1680.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1680.0,19253.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95743),Law and justice,Law and Justice related issues,H/S Commitees
115014,95745-86051,95745,FE,86050,Taylor Gardner,Employer,86051,WA ASSN OF SHERIFFS & POLICE CHIEFS,22-Aug,9/15/2022,17196.0,WA ASSN OF SHERIFFS & POLICE CHIEFS,1360.0,0.0,1360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1360.0,86051.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95745),Law and justice,Law and Justice related issues,H/S Committees
115015,95737-24811,95737,FE,17358,"Public Affairs Consulting, LLC",Employer,24811,TOWING AND RECOVERY ASSN OF WA,22-Aug,9/15/2022,17205.0,TOWING AND RECOVERY ASSN OF WA,5000.0,-310.0,4690.0,149.17,0.0,0.0,0.0,0.0,0.0,149.17,4839.17,24811.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/95737),Transportation,Towing and Transporation,Lawmakers and Agencies of Government
115016,95799-85791,95799,FE,50941,Lake City Consulting Services LLC,Employer,85791,"TOWING AND RECOVERY ASSN OF WA (Public Affairs Consulting, LLC)",22-Aug,9/15/2022,17205.0,TOWING AND RECOVERY ASSN OF WA,1594.0,0.0,1594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,85791.0,Subcontract,17358.0,"Public Affairs Consulting, LLC",View report (https://accesshub.pdc.wa.gov/node/95799),,,
115017,91262-18865,91262,FE,17581,GORDON THOMAS HONEYWELL GOV AFFAIRS*,Employer,18865,WA ASSN OF WHEAT GROWERS,22-Mar,9/15/2022,17209.0,WA ASSN OF WHEAT GROWERS,4250.0,0.0,4250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4250.0,18865.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/91262),Agriculture,"climate change, pesticides, water policy, fiscal issues, tax incentives, agriculture",Legislative
