,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
10000,106910-97627,106910,FE,17830,ABBY G MOORE,Employer,97627,WA INDEPENDENT TELECOMMUNICATIONS ASSN,23-Jun,7/23/2023,17138,WA INDEPENDENT TELECOMMUNICATIONS ASSN,5500.0,0.0,5500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,97627,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),,,
10001,105680-29099,105680,FE,17830,ABBY G MOORE,Employer,29099,Association for Accessible Medicines,23-May,7/23/2023,29098,Association for Accessible Medicines,10000.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.0,29099,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),,,
10002,106910-29099,106910,FE,17830,ABBY G MOORE,Employer,29099,Association for Accessible Medicines,23-Jun,7/23/2023,29098,Association for Accessible Medicines,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,29099,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),,,
10003,105680-99749,105680,FE,17830,ABBY G MOORE,Employer,99749,"GM Cruise, LLC",23-May,7/23/2023,38509,"GM Cruise, LLC",7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,99749,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),Transportation,SB 5594,House and Senate Transportation Committees
10004,106910-99749,106910,FE,17830,ABBY G MOORE,Employer,99749,"GM Cruise, LLC",23-Jun,7/23/2023,38509,"GM Cruise, LLC",7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,99749,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),Transportation,SB 5594,House and Senate Transportation Committees
10005,105680-42257,105680,FE,17830,ABBY G MOORE,Employer,42257,Wireless Infrastructure Association (thru MultiState Associates LLC),23-May,7/23/2023,41737,Wireless Infrastructure Association (thru MultiState Associates LLC),7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,42257,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),Technology,broadband deployment,Department of Commerce/ Energy and Environment Committee
10006,106910-42257,106910,FE,17830,ABBY G MOORE,Employer,42257,Wireless Infrastructure Association (thru MultiState Associates LLC),23-Jun,7/23/2023,41737,Wireless Infrastructure Association (thru MultiState Associates LLC),7000.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,42257,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),Technology,broadband deployment,Department of Commerce/ Energy and Environment Committee
10007,105680-46715,105680,FE,17830,ABBY G MOORE,Employer,46715,Public Libraries of Washington,23-May,7/23/2023,46248,Public Libraries of Washington,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,46715,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),,,
10008,106910-46715,106910,FE,17830,ABBY G MOORE,Employer,46715,Public Libraries of Washington,23-Jun,7/23/2023,46248,Public Libraries of Washington,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,46715,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),,,
10009,105680-102472,105680,FE,17830,ABBY G MOORE,Employer,102472,Recology,23-May,7/23/2023,57981,Recology,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,102472,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),,,
10010,106910-102472,106910,FE,17830,ABBY G MOORE,Employer,102472,Recology,23-Jun,7/23/2023,57981,Recology,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,102472,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),,,
10011,105680-71171,105680,FE,17830,ABBY G MOORE,Employer,71171,EMD Serono c/o MultiState Associates LLC,23-May,7/23/2023,71082,EMD Serono c/o MultiState Associates LLC,4583.33,0.0,4583.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4583.33,71171,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),Health Care,1151/5204,OIC/Health Care Committees
10012,106910-71171,106910,FE,17830,ABBY G MOORE,Employer,71171,EMD Serono c/o MultiState Associates LLC,23-Jun,7/23/2023,71082,EMD Serono c/o MultiState Associates LLC,4583.33,0.0,4583.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4583.33,71171,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106910),Health Care,1151/5204,OIC/Health Care Committees
10013,105680-102481,105680,FE,17830,ABBY G MOORE,Employer,102481,Pacific Association for Medical Equipment Services (PAMES) thru MultiState Associates LLC,23-May,7/23/2023,102469,Pacific Association for Medical Equipment Services (PAMES) thru MultiState Associates LLC,5666.66,0.0,5666.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666.66,102481,Direct,,,View report (https://accesshub.pdc.wa.gov/node/105680),,,
10014,107039-84292,107039,FE,17693,Water Street Public Affairs LLC,Employer,84292,AMAZON.COM SERVICES LLC,23-Jun,7/24/2023,16088,AMAZON.COM SERVICES LLC,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,84292,Direct,,,View report (https://accesshub.pdc.wa.gov/node/107039),Energy and utilities,"Climate Policy, Sustainable Aviation Fuels, Medium and Heavy Duty ZEV Trucks","Environment, Energy & Technology (S); Environment & Energy (H); Transportation (H & S)"
10016,107039-26056,107039,FE,17693,Water Street Public Affairs LLC,Employer,26056,BENTON PUD,23-Jun,7/24/2023,16188,BENTON PUD,6500.0,0.0,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,26056,Direct,,,View report (https://accesshub.pdc.wa.gov/node/107039),Energy and utilities,"Wildfire mitigation, utility disconnections, Clean Energy Transformation Act","Environment, Energy & Technology (S); Environment & Energy (H); Dept. Commerce"
10017,106770-86500,106770,FE,86499,Christopher Finarelli,Employer,86500,Household and Commercial Products Assn,23-Jun,7/24/2023,16361,Household and Commercial Products Assn,500.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,86500,Direct,,,View report (https://accesshub.pdc.wa.gov/node/106770),Environmental Affairs - natural resources - parks,postconsumer recycled content,Department of Ecology
10018,107039-25369,107039,FE,17693,Water Street Public Affairs LLC,Employer,25369,FRANKLIN CO PUBLIC UTILITY DIST,23-Jun,7/24/2023,16454,FRANKLIN CO PUBLIC UTILITY DIST,3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,25369,Direct,,,View report (https://accesshub.pdc.wa.gov/node/107039),Energy and utilities,"Wildfire mitigation, utility disconnections, Clean Energy Transformation Act, Material supply chains","Environment, Energy & Technology (S); Environment & Energy (H); Dept. Commerce"
10019,107040-85791,107040,FE,50941,Lake City Consulting Services LLC,Employer,85791,"TOWING AND RECOVERY ASSN OF WA (Public Affairs Consulting, LLC)",23-May,7/24/2023,17205,TOWING AND RECOVERY ASSN OF WA,1594.0,0.0,1594.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1594.0,85791,Subcontract,17358.0,"Public Affairs Consulting, LLC",View report (https://accesshub.pdc.wa.gov/node/107040),,,
