,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
120000,98832-81735,98832,FE,81702,JH Consulting,Employer,81735,WA BEVERAGE ASSN (BOSWELL CONSULTING*),22-Nov,1/3/2023,17190.0,WA BEVERAGE ASSN,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,81735.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/98832),,,
120001,97781-18575,97781,FE,17496,DOTY & ASSOC INC*,Employer,18575,WA ST BAIL AGENTS ASSN,22-Nov,1/3/2023,17221.0,WA ST BAIL AGENTS ASSN,2500.0,0.0,2500.0,50.0,0.0,0.0,0.0,0.0,0.0,50.0,2550.0,18575.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/97781),State government,,
120002,98808-18575,98808,FE,17496,DOTY & ASSOC INC*,Employer,18575,WA ST BAIL AGENTS ASSN,22-Dec,1/3/2023,17221.0,WA ST BAIL AGENTS ASSN,2500.0,0.0,2500.0,64.84,0.0,0.0,0.0,0.0,0.0,64.84,2564.84,18575.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98808),State government,,
120003,97781-18577,97781,FE,17496,DOTY & ASSOC INC*,Employer,18577,WA ST ASSN OF FIRE CHIEFS,22-Nov,1/3/2023,17247.0,WA ST ASSN OF FIRE CHIEFS,5000.0,-1250.0,3750.0,104.36,0.0,0.0,0.0,0.0,0.0,104.36,3854.36,18577.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/97781),State government,,
120004,98808-18577,98808,FE,17496,DOTY & ASSOC INC*,Employer,18577,WA ST ASSN OF FIRE CHIEFS,22-Dec,1/3/2023,17247.0,WA ST ASSN OF FIRE CHIEFS,5000.0,-1250.0,3750.0,64.84,0.0,0.0,0.0,0.0,0.0,64.84,3814.84,18577.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98808),State government,,
120005,98832-81734,98832,FE,81702,JH Consulting,Employer,81734,"WASTE MANAGEMENT OF WASHINGTON, INC. (BOSWELL CONSULTING*)",22-Nov,1/3/2023,17260.0,"WASTE MANAGEMENT OF WASHINGTON, INC.",200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,81734.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/98832),,,
120006,97781-80006,97781,FE,17496,DOTY & ASSOC INC*,Employer,80006,ACTION DD,22-Nov,1/3/2023,27525.0,ACTION DD,3000.0,-1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,80006.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/97781),State government,,
120007,98808-80006,98808,FE,17496,DOTY & ASSOC INC*,Employer,80006,ACTION DD,22-Dec,1/3/2023,27525.0,ACTION DD,3000.0,-1500.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,80006.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98808),State government,,
120008,97781-30776,97781,FE,17496,DOTY & ASSOC INC*,Employer,30776,CCD Black Diamond Partners LLC,22-Nov,1/3/2023,30757.0,CCD Black Diamond Partners LLC,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,30776.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/97781),State government,,
120009,98808-30776,98808,FE,17496,DOTY & ASSOC INC*,Employer,30776,CCD Black Diamond Partners LLC,22-Dec,1/3/2023,30757.0,CCD Black Diamond Partners LLC,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,30776.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98808),State government,,
120010,98832-81712,98832,FE,81702,JH Consulting,Employer,81712,Internet Association (CHRISTOPHERSEN INC*),22-Nov,1/3/2023,31991.0,Internet Association,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,81712.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/98832),,,
120011,98832-81730,98832,FE,81702,JH Consulting,Employer,81730,Port of Hood River (BOSWELL CONSULTING*),22-Nov,1/3/2023,36737.0,Port of Hood River,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,81730.0,Subcontract,17398.0,BOSWELL CONSULTING*,View report (https://accesshub.pdc.wa.gov/node/98832),,,
120012,98857-50339,98857,FE,50337,Dan Bertolet,Employer,50339,Sightline Institute,22-Dec,1/3/2023,37788.0,Sightline Institute,2428.95,0.0,2428.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2428.95,50339.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98857),Environmental Affairs - natural resources - parks,no official bills yet,"Reps Barkis, Bateman, Duerr, Entenman, Fitzgibbon, Frame, Gregerson, Reed, Taylor, Shewmake, Walen, Wilcox; Sens Gildon, Kauffman, Kuderer, Liias, Salomon, Trudeau; Inslee staffers Flanagan, Mahgoub"
120013,98832-81711,98832,FE,81702,JH Consulting,Employer,81711,"Assurant, Inc. (CHRISTOPHERSEN INC*)",22-Nov,1/3/2023,44206.0,"Assurant, Inc.",229.16,0.0,229.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.16,81711.0,Subcontract,17348.0,CHRISTOPHERSEN INC*,View report (https://accesshub.pdc.wa.gov/node/98832),,,
120014,98859-63490,98859,FE,17659,HOLLY CHISA,Employer,63490,Juul Labs Inc.,22-Dec,1/3/2023,49226.0,Juul Labs Inc.,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,63490.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98859),,,
120015,98860-63490,98860,FE,17659,HOLLY CHISA,Employer,63490,Juul Labs Inc.,22-Nov,1/3/2023,49226.0,Juul Labs Inc.,6000.0,0.0,6000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,63490.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98860),,,
120016,98866-49481,98866,FE,49469,Sarah Commerford Brady,Employer,49481,Child Care Resources,22-Dec,1/3/2023,49480.0,Child Care Resources,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,49481.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/98866),,,
