,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
105000,82444-32856,82444,FE,25651,Insight Strategic Partners LLC,Employer,32856,CHELAN CO PUBLIC UTILITY DIST #1,21-Aug,3/3/2022,16254.0,CHELAN CO PUBLIC UTILITY DIST #1,9950.0,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.0,32856.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/82444),Energy and utilities,Energy and natural resources,"Energy and Environment, Governors Office, Ecology"
105001,83751-32856,83751,FE,25651,Insight Strategic Partners LLC,Employer,32856,CHELAN CO PUBLIC UTILITY DIST #1,21-Sep,3/3/2022,16254.0,CHELAN CO PUBLIC UTILITY DIST #1,9950.0,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.0,32856.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/83751),Energy and utilities,Energy and natural resources,"Energy and Environment, Governors Office, Ecology"
105002,84477-32856,84477,FE,25651,Insight Strategic Partners LLC,Employer,32856,CHELAN CO PUBLIC UTILITY DIST #1,21-Oct,3/3/2022,16254.0,CHELAN CO PUBLIC UTILITY DIST #1,9950.0,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.0,32856.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/84477),Energy and utilities,Energy and natural resources,"Energy and Environment, Governors Office, Ecology"
105003,85228-32856,85228,FE,25651,Insight Strategic Partners LLC,Employer,32856,CHELAN CO PUBLIC UTILITY DIST #1,21-Nov,3/3/2022,16254.0,CHELAN CO PUBLIC UTILITY DIST #1,9950.0,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.0,32856.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/85228),Energy and utilities,Energy and natural resources,"Energy and Environment, Governors Office, Ecology"
105004,86334-32856,86334,FE,25651,Insight Strategic Partners LLC,Employer,32856,CHELAN CO PUBLIC UTILITY DIST #1,21-Dec,3/3/2022,16254.0,CHELAN CO PUBLIC UTILITY DIST #1,9950.0,0.0,9950.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9950.0,32856.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/86334),Energy and utilities,Energy and natural resources,"Energy and Environment, Governors Office, Ecology"
105005,88048-38464,88048,FE,38463,Cadena Consulting,Employer,38464,CITY OF BURIEN,22-Jan,3/3/2022,16275.0,CITY OF BURIEN,3853.41,0.0,3853.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3853.41,38464.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88048),Local government,"5974, 5975, 1711, 1241, 1717, 1099, 1782, 1981",house and senate members
105006,88048-45099,88048,FE,38463,Cadena Consulting,Employer,45099,CITY OF EVERETT,22-Jan,3/3/2022,16281.0,CITY OF EVERETT,3090.0,0.0,3090.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3090.0,45099.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/88048),Local government,"5974, 5975, 1711, 1241, 1717, 1099, 1782, 1981",house and senate members
105007,76110-47842,76110,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Jan,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/76110),,,
105008,80349-47842,80349,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-May,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/80349),,,
105009,81504-47842,81504,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Jun,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/81504),,,
105010,81854-47842,81854,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Jul,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/81854),,,
105011,82444-47842,82444,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Aug,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/82444),,,
105012,83751-47842,83751,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Sep,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/83751),,,
105013,84477-47842,84477,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Oct,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/84477),,,
105014,85228-47842,85228,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Nov,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/85228),,,
105015,86334-47842,86334,FE,25651,Insight Strategic Partners LLC,Employer,47842,CNSI,21-Dec,3/3/2022,16330.0,CNSI,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,47842.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/86334),,,
105016,80349-75617,80349,FE,25651,Insight Strategic Partners LLC,Employer,75617,Darigold,21-May,3/3/2022,16378.0,Darigold,8500.0,0.0,8500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8500.0,75617.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/80349),Labor,Labor Issues,Department of Labor
105017,76110-28134,76110,FE,25651,Insight Strategic Partners LLC,Employer,28134,FRED HUTCHINSON CANCER RESEARCH CENTER,21-Jan,3/3/2022,16458.0,FRED HUTCHINSON CANCER RESEARCH CENTER,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,28134.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/76110),Health Care,Health care,"Health Care, Appropriations, Ways and Means, OFM, Commerce"
105018,80349-28134,80349,FE,25651,Insight Strategic Partners LLC,Employer,28134,FRED HUTCHINSON CANCER RESEARCH CENTER,21-May,3/3/2022,16458.0,FRED HUTCHINSON CANCER RESEARCH CENTER,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,28134.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/80349),Health Care,Health care,"Health Care, Appropriations, Ways and Means, OFM, Commerce"
105019,81504-28134,81504,FE,25651,Insight Strategic Partners LLC,Employer,28134,FRED HUTCHINSON CANCER RESEARCH CENTER,21-Jun,3/3/2022,16458.0,FRED HUTCHINSON CANCER RESEARCH CENTER,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,28134.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/81504),Health Care,Health care,"Health Care, Appropriations, Ways and Means, OFM, Commerce"
105020,81854-28134,81854,FE,25651,Insight Strategic Partners LLC,Employer,28134,FRED HUTCHINSON CANCER RESEARCH CENTER,21-Jul,3/3/2022,16458.0,FRED HUTCHINSON CANCER RESEARCH CENTER,8000.0,0.0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,28134.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/81854),Health Care,Health care,"Health Care, Appropriations, Ways and Means, OFM, Commerce"
