,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
7683,25380-18730,25380,FE,17553,JESSICA FORTESCUE,Employer,18730,ABBVIE INC,16-Aug,9/13/2016,16061.0,ABBVIE INC,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,18730.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25380),Health Care,Health,"Health, FII, DOH, OIC"
7684,25282-18877,25282,FE,17589,GOVERNMENT RELATIONS SERVICES*,Employer,18877,ACTION FOR RHC'S,16-Aug,9/13/2016,16066.0,ACTION FOR RHC'S,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,4500.0,18877.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25282),Human services,developmentally disabled issues,CAPITAL BUDGET OTHER FISCALS
7686,25359-18487,25359,FE,17461,JOHN S CONNIFF PLLC*,Employer,18487,Aetna,16-Jul,9/13/2016,16073.0,Aetna,5425.0,0.0,5425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5425.0,18487.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25359),Health Care,Health Insurance,Insurance Commissioner
7687,25362-18487,25362,FE,17461,JOHN S CONNIFF PLLC*,Employer,18487,Aetna,16-Aug,9/13/2016,16073.0,Aetna,5425.0,0.0,5425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5425.0,18487.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25362),Health Care,Health Insurance,Insurance Commissioner
7688,25032-19774,25032,FE,18034,The Nichols Group Government Relations LLC,Employer,19774,AMERICAN DEALER LICENSE INC,16-Aug,9/13/2016,16100.0,AMERICAN DEALER LICENSE INC,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,19774.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25032),Business and consumer affairs,Auto Wholesaler Licensing,"Transportation committees, Dept of Licensing"
7689,24608-18251,24608,FE,17393,Bogard & Johnson LLC,Employer,18251,AMERICAN EXPRESS TRAVEL RELATED SERVICES,16-Jul,9/13/2016,16102.0,AMERICAN EXPRESS TRAVEL RELATED SERVICES,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,18251.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/24608),Financial institutions and insurance,Credit Cards,HFI; SFI
7690,25428-18673,25428,FE,17528,LUKE ESSER,Employer,18673,"Elevance Health, and its Affiliates",16-Aug,9/13/2016,16107.0,"Elevance Health, and its Affiliates",3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,18673.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25428),Fiscal,Medicaid,Sen. Ways & Means; House Appropriations
7691,25380-20031,25380,FE,17553,JESSICA FORTESCUE,Employer,20031,ASSN of WA Housing Authorities (PIERCE CONSULTING SVCS LLC*),16-Aug,9/13/2016,16155.0,ASSN of WA Housing Authorities,252.5,0.0,252.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.5,20031.0,Subcontract,17597.0,PIERCE CONSULTING SVCS LLC*,View report (https://accesshub.pdc.wa.gov/node/25380),,,
7692,25363-18867,25363,FE,17582,GORDON THOMAS HONEYWELL LAW*,Employer,18867,ASSN OF WA SPIRITS & WINE DISTRIBUTORS,16-Aug,9/13/2016,16172.0,ASSN OF WA SPIRITS & WINE DISTRIBUTORS,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,18867.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25363),Business and consumer affairs,Alcohol,Alcohol regulations/Senate Ways Means House Gov Ac
7695,24376-19087,24376,FE,17710,TERRY KOHL,Employer,19087,BACK COUNTRY HORSEMEN OF WA,16-Jul,9/13/2016,16181.0,BACK COUNTRY HORSEMEN OF WA,625.0,0.0,625.0,13.74,0.0,0.0,0.0,0.0,0.0,13.74,638.74,19087.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/24376),Business and consumer affairs,recreation fees fuel tax refund,HS Natural Resources WM
7696,25429-19087,25429,FE,17710,TERRY KOHL,Employer,19087,BACK COUNTRY HORSEMEN OF WA,16-Aug,9/13/2016,16181.0,BACK COUNTRY HORSEMEN OF WA,625.0,0.0,625.0,13.74,0.0,0.0,0.0,0.0,0.0,13.74,638.74,19087.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25429),Business and consumer affairs,Recreation fees fuel tax refund,HS Natural Resources WM
7697,25405-18791,25405,FE,17574,ADAM GITLIN,Employer,18791,BRENNAN CENTER FOR JUSTICE,16-Aug,9/13/2016,16207.0,BRENNAN CENTER FOR JUSTICE,297.0,0.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,297.0,18791.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25405),Constitutions and elections,Automatic Voter Registration,House Democratic Legislative Caucus
7698,25322-20042,25322,FE,17935,Nancy Sapiro,Employer,20042,BUILDING CHANGES (PAM CRONE LEGISLATIVE CONSULTING SVCS*),16-Aug,9/13/2016,16214.0,BUILDING CHANGES,325.0,0.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,20042.0,Subcontract,17875.0,PAM CRONE LEGISLATIVE CONSULTING SVCS*,View report (https://accesshub.pdc.wa.gov/node/25322),,,
7702,25421-24639,25421,FE,24638,Recreational Services LLC,Employer,24639,CANNABIS ORGANIZATION OF RETAIL ESTABLISHMENTS,16-Aug,9/13/2016,16224.0,CANNABIS ORGANIZATION OF RETAIL ESTABLISHMENTS,3000.0,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0,24639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/25421),Business and consumer affairs,Taxation and Financial Services,Business and Financial Services
