,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
25000,37384-19639,37384,FE,17974,MELANIE J SMITH,Employer,19639,COMMITTEE FOR CHILDREN,17-Jun,11/2/2017,16347.0,COMMITTEE FOR CHILDREN,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,19639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37384),Education,social emotional learning,education
25001,37385-19639,37385,FE,17974,MELANIE J SMITH,Employer,19639,COMMITTEE FOR CHILDREN,17-Jul,11/2/2017,16347.0,COMMITTEE FOR CHILDREN,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37385),Education,social emotional learning,education
25002,37386-19639,37386,FE,17974,MELANIE J SMITH,Employer,19639,COMMITTEE FOR CHILDREN,17-Aug,11/2/2017,16347.0,COMMITTEE FOR CHILDREN,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37386),Education,social emotional learning,education
25003,37387-19639,37387,FE,17974,MELANIE J SMITH,Employer,19639,COMMITTEE FOR CHILDREN,17-Sep,11/2/2017,16347.0,COMMITTEE FOR CHILDREN,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37387),Education,social emotional learning,education
25004,37388-19639,37388,FE,17974,MELANIE J SMITH,Employer,19639,COMMITTEE FOR CHILDREN,17-Oct,11/2/2017,16347.0,COMMITTEE FOR CHILDREN,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,19639.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37388),Education,social emotional learning,education
25005,37381-18235,37381,FE,17379,ERICA D HALLOCK,Employer,18235,COUNCIL FOR A STRONG AMERICA,17-Oct,11/2/2017,16372.0,COUNCIL FOR A STRONG AMERICA,250.0,0.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,18235.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37381),Education,ECEAP and Home Visiting,"House Early Learning and Human Services; Dept of Children, Youth and Families"
25006,37397-18566,37397,FE,17496,DOTY & ASSOC INC*,Employer,18566,ENTERPRISE HOLDINGS LLC,17-Oct,11/2/2017,16396.0,ENTERPRISE HOLDINGS LLC,1650.0,0.0,1650.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1650.0,18566.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37397),State government,,
25007,37381-18236,37381,FE,17379,ERICA D HALLOCK,Employer,18236,EMPIRE HEALTH FOUNDATION,17-Oct,11/2/2017,16413.0,EMPIRE HEALTH FOUNDATION,300.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,18236.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37381),Human services,Performance Based Contracting,"House Early Learning and Human Services; Senate Ways and Means Committee; Dept of Children, Youth and Families"
25008,37397-18567,37397,FE,17496,DOTY & ASSOC INC*,Employer,18567,FIRE SPRINKLER ADVISORY BD OF PUGET SOUND,17-Oct,11/2/2017,16444.0,FIRE SPRINKLER ADVISORY BD OF PUGET SOUND,2100.0,0.0,2100.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,2135.0,18567.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37397),State government,,
25009,37394-26108,37394,FE,26001,BMcConsulting,Employer,26108,FIRE SPRINKLER ADVISORY BD OF PUGET SOUND (DOTY & ASSOC INC*),17-Oct,11/2/2017,16444.0,FIRE SPRINKLER ADVISORY BD OF PUGET SOUND,1050.0,0.0,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1050.0,26108.0,Subcontract,17496.0,DOTY & ASSOC INC*,View report (https://accesshub.pdc.wa.gov/node/37394),,,
25011,37411-18996,37411,FE,17659,HOLLY CHISA,Employer,18996,INSTITUTE OF SCRAP RECYCLING PACIFIC NW CHAPTER,17-Sep,11/2/2017,16535.0,INSTITUTE OF SCRAP RECYCLING PACIFIC NW CHAPTER,1666.67,0.0,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.67,18996.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37411),Environmental Affairs - natural resources - parks,Environment,"Legislature, Department of Ecology"
25012,37412-18996,37412,FE,17659,HOLLY CHISA,Employer,18996,INSTITUTE OF SCRAP RECYCLING PACIFIC NW CHAPTER,17-Oct,11/2/2017,16535.0,INSTITUTE OF SCRAP RECYCLING PACIFIC NW CHAPTER,1666.67,0.0,1666.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1666.67,18996.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37412),Environmental Affairs - natural resources - parks,Environment,"Legislature, Department of Ecology"
25014,37397-18568,37397,FE,17496,DOTY & ASSOC INC*,Employer,18568,KITSAP TRANSIT,17-Oct,11/2/2017,16581.0,KITSAP TRANSIT,5100.0,0.0,5100.0,114.39,0.0,0.0,0.0,0.0,0.0,114.39,5214.39,18568.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37397),State government,,
25015,37397-18569,37397,FE,17496,DOTY & ASSOC INC*,Employer,18569,MUCKLESHOOT INDIAN TRIBE,17-Oct,11/2/2017,16650.0,MUCKLESHOOT INDIAN TRIBE,7500.0,0.0,7500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7500.0,18569.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37397),State government,,
25016,37384-19641,37384,FE,17974,MELANIE J SMITH,Employer,19641,PRO-CHOICE WASHINGTON,17-Jun,11/2/2017,16656.0,PRO-CHOICE WASHINGTON,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19641.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37384),Health Care,reproductive rights,healthcare
25017,37385-19641,37385,FE,17974,MELANIE J SMITH,Employer,19641,PRO-CHOICE WASHINGTON,17-Jul,11/2/2017,16656.0,PRO-CHOICE WASHINGTON,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19641.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37385),Health Care,reproductive rights,healthcare
25018,37386-19641,37386,FE,17974,MELANIE J SMITH,Employer,19641,PRO-CHOICE WASHINGTON,17-Aug,11/2/2017,16656.0,PRO-CHOICE WASHINGTON,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19641.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37386),Health Care,reproductive rights,healthcare
25019,37387-19641,37387,FE,17974,MELANIE J SMITH,Employer,19641,PRO-CHOICE WASHINGTON,17-Sep,11/2/2017,16656.0,PRO-CHOICE WASHINGTON,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,19641.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/37387),Health Care,reproductive rights,healthcare
