,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
50000,54157-19061,54157,FE,17688,James P Justin (Government Relations Consulting Inc.),Employer,19061,WA STEM CENTER,19-Mar,4/14/2019,17189.0,WA STEM CENTER,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,19061.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54157),Education,STEM Career Connected Learning,"Governor's Policy Office, OFM Budget Staff, House & Senate K-12 and College/Workforce Committees, House Appropriations Com & Senate Ways and Means Com"
50001,53949-50791,53949,FE,44616,DeVere Public Affairs and Consulting,Employer,50791,WA TRUCKING ASSN,19-Mar,4/14/2019,17199.0,WA TRUCKING ASSN,1250.0,0.0,1250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,50791.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/53949),Transportation,Commercial Vehicle Configuration,"Transportation Committees, staff"
50002,54157-26338,54157,FE,17688,James P Justin (Government Relations Consulting Inc.),Employer,26338,WA TECHNOLOGY INDUSTRY ASSN (Insight Strategic Partners LLC),19-Mar,4/14/2019,17203.0,WA TECHNOLOGY INDUSTRY ASSN,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,26338.0,Subcontract,25651.0,Insight Strategic Partners LLC,View report (https://accesshub.pdc.wa.gov/node/54157),,,
50003,54465-18439,54465,FE,17448,"DONNA CHRISTENSEN, PACIFIC GOVERNMENT AFFAIRS",Employer,18439,WA ST CATHOLIC CONFERENCE,19-Mar,4/14/2019,17228.0,WA ST CATHOLIC CONFERENCE,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,18439.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54465),Human services,Budget,"Budget committees, Human Services and Early Learning,"
50004,54463-19762,54463,FE,18024,Roosevelt Consulting,Employer,19762,WA STATE COUNCIL OF COUNTY & CITY EMPLOYEES,19-Mar,4/14/2019,17230.0,WA STATE COUNCIL OF COUNTY & CITY EMPLOYEES,5723.0,0.0,5723.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5723.0,19762.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54463),Labor,157513085418,"labor,house,senate"
50005,53949-48429,53949,FE,44616,DeVere Public Affairs and Consulting,Employer,48429,WA ST COUNCIL OF POLICE & SHERIFFS,19-Mar,4/14/2019,17236.0,WA ST COUNCIL OF POLICE & SHERIFFS,2917.0,0.0,2917.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2917.0,48429.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/53949),Law and justice,"Retirement, Law and Justice","Public Safety, Law and Justice, Ways and Means, Appropriations"
50006,54457-19849,54457,FE,18066,TAMARA L WARNKE,Employer,19849,WA ST FIRE FIGHTERS ASSN,19-Mar,4/14/2019,17243.0,WA ST FIRE FIGHTERS ASSN,1100.0,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1100.0,19849.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54457),Local government,1912 5829,W&M
50007,54470-18883,54470,FE,17593,SEAN N GRAHAM,Employer,18883,WA ST MEDICAL ASSN,19-Mar,4/14/2019,17261.0,WA ST MEDICAL ASSN,2222.22,0.0,2222.22,0.0,41.0,0.0,0.0,0.0,0.0,41.0,2263.22,18883.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54470),Health Care,Multiple,Multiple
50008,54462-20065,54462,FE,17554,DAVID S FOSTER,Employer,20065,WESTAF (OUTCOMES BY LEVY LLC*),19-Mar,4/14/2019,17301.0,WESTAF,2000.0,0.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,20065.0,Subcontract,17870.0,OUTCOMES BY LEVY LLC*,View report (https://accesshub.pdc.wa.gov/node/54462),,,
50009,54465-18440,54465,FE,17448,"DONNA CHRISTENSEN, PACIFIC GOVERNMENT AFFAIRS",Employer,18440,Washington State Alliance of YMCAs,19-Mar,4/14/2019,17323.0,Washington State Alliance of YMCAs,3200.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,18440.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/54465),Human services,Budget,"Ways and Means, Appropriations. Early Lerning, DCYF"
