,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
35000,43941-19019,43941,FE,17671,CATHERINE E JACOY,Employer,19019,WINE INSTITUTE,18-Apr,5/15/2018,17312.0,WINE INSTITUTE,1500.0,0.0,1500.0,31.07,0.0,0.0,0.0,0.0,0.0,31.07,1531.07,19019.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43941),Business and consumer affairs,Washington State Liquor and Cannabis Board proposed rules relating to domestic wineries,Staff of Washington State Liquor and Cannabis Board
35001,43931-18440,43931,FE,17448,"DONNA CHRISTENSEN, PACIFIC GOVERNMENT AFFAIRS",Employer,18440,Washington State Alliance of YMCAs,18-Apr,5/15/2018,17323.0,Washington State Alliance of YMCAs,3200.0,0.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,18440.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43931),Human services,Budget,Appropriations
35002,43986-25311,43986,FE,25302,Northwest Solutions,Employer,25311,Public Works  Board,18-Apr,5/15/2018,25309.0,Public Works  Board,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,25311.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43986),,,
35003,43942-25407,43942,FE,17964,SCOTT C SIGMON,Employer,25407,"bluebird bio, Inc.",18-Apr,5/15/2018,25383.0,"bluebird bio, Inc.",4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,25407.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43942),Health Care,Gene Therapy,House and Senate Health Care Committee Members
35004,43921-36623,43921,FE,27377,Ludeman Public Affairs,Employer,36623,Advantage Capital (GANO & ASSOC*),18-Apr,5/15/2018,26331.0,Advantage Capital,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,36623.0,Subcontract,17565.0,GANO & ASSOC*,View report (https://accesshub.pdc.wa.gov/node/43921),,,
35005,43956-26837,43956,FE,17638,MORGAN HICKEL,Employer,26837,WA Hospitality Assn,18-Apr,5/15/2018,26557.0,WA Hospitality Assn,2800.0,0.0,2800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2800.0,26837.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43956),State government,Tourism,All - Legislature
35006,43931-28248,43931,FE,17448,"DONNA CHRISTENSEN, PACIFIC GOVERNMENT AFFAIRS",Employer,28248,Washington Continuing Care Residents Association,18-Apr,5/15/2018,27296.0,Washington Continuing Care Residents Association,1000.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,28248.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43931),Health Care,aging,Health Care
35007,43593-27670,43593,FE,17813,MILLENNIA PUBLIC AFFAIRS INC*,Employer,27670,"Jazz Pharmaceuticals, Inc. and its subsidiaries, including Greenwich Biosciences, Inc.",18-Apr,5/15/2018,27659.0,"Jazz Pharmaceuticals, Inc. and its subsidiaries, including Greenwich Biosciences, Inc.",3500.0,0.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0,27670.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43593),Business and consumer affairs,Business & Consumer Affairs,House Senate All
35008,43723-26749,43723,FE,18021,LISA THATCHER,Employer,26749,The Northwest Seaport Alliance,18-Apr,5/15/2018,28007.0,The Northwest Seaport Alliance,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,26749.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43723),Fiscal,MTCA Funding,Department of Ecology
35009,43666-28185,43666,FE,17885,Thomas A Perrick,Employer,28185,JPMorgan Chase Holdings LLC,18-Apr,5/15/2018,28184.0,JPMorgan Chase Holdings LLC,595.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.0,28185.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43666),Financial institutions and insurance,,Economic Development
35010,43765-31391,43765,FE,17472,AHNE PLLC*,Employer,31391,Snoqualmie Tribe  (DAVOR GJURASIC),18-Apr,5/15/2018,31273.0,Snoqualmie Tribe,3541.66,0.0,3541.66,227.71,0.0,0.0,0.0,0.0,0.0,227.71,3769.37,31391.0,Subcontract,17575.0,DAVOR GJURASIC,View report (https://accesshub.pdc.wa.gov/node/43765),,,
35011,43959-37393,43959,FE,17659,HOLLY CHISA,Employer,37393,ChargePoint Inc,18-Mar,5/15/2018,37392.0,ChargePoint Inc,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,37393.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43959),Energy and utilities,Electric vehicles,"Legislature, Executive Office"
35012,43960-37393,43960,FE,17659,HOLLY CHISA,Employer,37393,ChargePoint Inc,18-Apr,5/15/2018,37392.0,ChargePoint Inc,5000.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,37393.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/43960),Energy and utilities,Electric vehicles,"Legislature, Executive Office"
