,id,report_number,origin,filer_id,filer_name,type,funding_source_id,funding_source_name,filing_period,receipt_date,employer_id,employer_name,compensation,sub_lobbyist_compensation,net_compensation,personal_expenses,entertainment,contributions,advertising,political_ads,other,total_expenses,net_total,employment_registration_id,employment_type,contractor_id,contractor_name,url,legislation_subject_matter,issue_bill_number,committee_lobbied
45000,51146-19813,51146,FE,18043,THE TSB GROUP*,Employer,19813,PORT BLAKELY,19-Jan,2/11/2019,16794.0,PORT BLAKELY,3200.0,0.0,3200.0,92.8,0.0,0.0,0.0,0.0,0.0,92.8,3292.8,19813.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51146),Environmental Affairs - natural resources - parks,Forest Practices & Wildfires,Senate Natural Resources & Parks; House Ag & Natural Resources; Office of the Governor; Natural Resources; Forest Practices Board
45001,51426-39100,51426,FE,17723,THOMAS W KWIECIAK,Employer,39100,PURDUE PHARMA,19-Jan,2/11/2019,16833.0,PURDUE PHARMA,4000.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,39100.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51426),Health Care,Opioids,House & Senate Health Care Committees
45002,51326-18163,51326,FE,17343,CODY W ARLEDGE,Employer,18163,SHEET METAL WORKERS LOCAL 66,19-Jan,2/11/2019,16910.0,SHEET METAL WORKERS LOCAL 66,10125.0,0.0,10125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10125.0,18163.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51326),Labor,Labor,Labor
45003,50133-18290,50133,FE,17398,BOSWELL CONSULTING*,Employer,18290,Washington Solar Energy Industries Association,18-Dec,2/11/2019,16929.0,Washington Solar Energy Industries Association,5000.0,-242.85,4757.15,107.91,0.0,0.0,0.0,0.0,0.0,107.91,4865.06,18290.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Energy and utilities,various,various
45004,50133-40845,50133,FE,17398,BOSWELL CONSULTING*,Employer,40845,PEACEHEALTH,18-Dec,2/11/2019,16934.0,PEACEHEALTH,10000.0,-2242.85,7757.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7757.15,40845.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Health Care,various,various
45005,50133-18291,50133,FE,17398,BOSWELL CONSULTING*,Employer,18291,Uber Technologies Inc and Affiliates,18-Dec,2/11/2019,17001.0,Uber Technologies Inc and Affiliates,5000.0,-242.85,4757.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4757.15,18291.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Transportation,various,various
45006,51146-19814,51146,FE,18043,THE TSB GROUP*,Employer,19814,VAAGEN BROTHERS LUMBER INC,19-Jan,2/11/2019,17026.0,VAAGEN BROTHERS LUMBER INC,2000.0,0.0,2000.0,68.12,0.0,0.0,0.0,0.0,0.0,68.12,2068.12,19814.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51146),Environmental Affairs - natural resources - parks,"Timber Supply, Climate","Senate Agriculture, Water, Natural Resources & Parks; House Rural Development, Agriculture, & Natural Resources; Forest Practices Board"
45007,50133-28159,50133,FE,17398,BOSWELL CONSULTING*,Employer,28159,VALLEY MEDICAL CENTER,18-Dec,2/11/2019,17027.0,VALLEY MEDICAL CENTER,7000.0,-1642.85,5357.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5357.15,28159.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Health Care,various,various
45008,50133-18292,50133,FE,17398,BOSWELL CONSULTING*,Employer,18292,VIGOR INDUSTRIAL,18-Dec,2/11/2019,17035.0,VIGOR INDUSTRIAL,4500.0,-242.85,4257.15,67.58,0.0,0.0,0.0,0.0,0.0,67.58,4324.73,18292.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Business and consumer affairs,various,various
45009,51427-18962,51427,FE,17634,DEBORAH HERRON,Employer,18962,WALMART INC.,19-Jan,2/11/2019,17042.0,WALMART INC.,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,18962.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51427),Business and consumer affairs,Retail,Legislature
45010,51146-28046,51146,FE,18043,THE TSB GROUP*,Employer,28046,Life Science Washington,19-Jan,2/11/2019,17063.0,Life Science Washington,4000.0,0.0,4000.0,173.1,0.0,0.0,0.0,0.0,0.0,173.1,4173.1,28046.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51146),Fiscal,"LSDF, Work Force & Taxes","Govenor's Office; Commerce; House Innovation, Technology & Economic Development; Senate Financial Institutions, Economic Development & Trade; House Finance; Senate Ways & Means;"
45011,51436-39464,51436,FE,39463,Ren̩e Sunde,Employer,39464,WA RETAIL ASSN,19-Jan,2/11/2019,17180.0,WA RETAIL ASSN,1500.0,0.0,1500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,39464.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51436),Fiscal,Taxes,Department of Revenue
45012,50133-18294,50133,FE,17398,BOSWELL CONSULTING*,Employer,18294,WA BEVERAGE ASSN,18-Dec,2/11/2019,17190.0,WA BEVERAGE ASSN,5000.0,-242.86,4757.14,387.46,0.0,1000.0,0.0,0.0,0.0,1387.46,6144.6,18294.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Business and consumer affairs,various,various
45013,51448-19579,51448,FE,17944,MICHAEL V SCHWISOW,Employer,19579,Washington Winegrowers Association,19-Jan,2/11/2019,17210.0,Washington Winegrowers Association,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,19579.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51448),Labor,HB 1398/SB 5438,House Labor & Workplace Standards-Senate Labor & Commerce
45014,51377-28244,51377,FE,17359,CHRISTOPHER BANDOLI,Employer,28244,WA ST HOSPITAL ASSN,19-Jan,2/11/2019,17252.0,WA ST HOSPITAL ASSN,8000.0,0.0,8000.0,223.27,0.0,0.0,0.0,0.0,0.0,223.27,8223.27,28244.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51377),Health Care,Health care systems issues,"Health care, Judiciary, Human Services Committees ; HCA, OIC, DOH"
45015,50133-28160,50133,FE,17398,BOSWELL CONSULTING*,Employer,28160,"WASTE MANAGEMENT OF WASHINGTON, INC.",18-Dec,2/11/2019,17260.0,"WASTE MANAGEMENT OF WASHINGTON, INC.",5265.0,-1412.85,3852.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3852.15,28160.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/50133),Energy and utilities,various,various
45016,51146-19815,51146,FE,18043,THE TSB GROUP*,Employer,19815,WA ST POTATO COMMISSION,19-Jan,2/11/2019,17273.0,WA ST POTATO COMMISSION,5416.66,0.0,5416.66,91.64,0.0,0.0,0.0,0.0,0.0,91.64,5508.3,19815.0,Direct,,,View report (https://accesshub.pdc.wa.gov/node/51146),Agriculture,Climate & Water Policy,"Senate Ag, Water, Natural Resources & Parks; House Rural Development, Agriculture, & Natural Resources; Office of the Governor; Agriculture; Natural Resources; Ecology"
