bills_lists
"HB1661, SB5498"
"HB1237, HB1368"
HB1440
HB1158
"HB1715, HB1047, HB2114, SB5800"
HB2201
"SB5711, HB2200, HB1702"
SB5762
"SB5711, HB2200, HB1702, SB5935"
SB5993
"HB1532, SB5143"
"SB5765, SB5821"
"HB1440, SB5210, HB1433, HB1651, HB1768, HB1561"
HB1548
SB5386
HB1506
SB6233
SB5525
"HB1737, SB5525, HB1440, SB5210, HB1433, SB5592"
SB6223
HB1889
"SB5711, SB5935, SB5919, SB6446, SB6423, HB2200, HB2592, HB2282, HB2284, HB2312, HB2389, HB2279, HB2477"
HB2468
SB6040
"SB6043, HB2716"
"HB1811, HB2114"
"HB2515, HB2750"
"HB2517, SB6239"
HB2417
SB5835
"SB6080, HB2340, HB2653"
"SB6408, SB6188, SB6165"
"HB2652, SB6128"
"HB2782, SB6434"
SB6109
"HB2624, HB2751"
HB2591
"HB2781, HB2929"
SB6043
SB6209
SB6309
HB2489
HB2716
"HB1054, SB6048"
"HB1513, HB1800, HB1896, HB2297, HB2378, HB2406, HB2455, HB2595, HB2746, SB5019, SB5110, SB5219, SB5236, SB5668, SB5991, SB6002, SB6021, SB6202, SB6353, SB6402"
SB6189
SB6203
SB6253
HB2970
HB1920
SB5131
"SB5131, HB1857"
HB2285
"HB2285, SB6020, HB2300, SB6539"
SB6147
SB6150
SB6129
"HB1458, HB1963, SB5453"
HB2328
"HB2511, HB2452, SB6340, SB6305"
HB2410
SB5094
SB5155
SB5411
"SB5991, SB5108"
SB6446
"SB6003, SB6209, SB6144, SB6162"
"HB1508, HB2411, HB2712, SB5086, SB6003"
"SB6219, HB1532"
"HB1541, SB5586"
"HB1669, HB2944"
"HB1889, SB6515"
HB2515
"SB5596, SB6407, SB6222"
"SB6147, SB5722"
SB6302
"HB1122, HB1387, HB2293, HB2422, HB2666, SB5444, SB5463, SB5992, SB6006, SB6049, SB6146, SB6298, SB6415"
HB1169
HB1209
HB1434
"HB1513, HB1800, HB2297, HB2359, HB2595, HB2680, SB5110, SB6002, SB6021, SB6058, SB6092, SB6249, SB6353"
"HB2296, HB2310, SB5995, SB6026, SB6147"
"HB2355, HB2796, SB5993, SB6062, SB6162, SB6406, SB6544"
"HB2517, SB6346, HB2419, HB2573, SB6212"
HB2719
"HB2895, SB6160, HB1783"
"HB1488, SB6274, SB6223"
"HB2666, SB6146, HB1134, HB1387, SB5444, HB2422, SB6049, SB5992, HB1122, SB5441, SB5553, SB6297, SB6298"
SB5544
"SB5992, SB6049, SB5444, SB5463, SB6146"
"SB6032, HB2299"
SB6098
SB6199
"SB6368, SB6128, SB6295, SB6090, SB6094, SB6095, SB6020"
"SB5038, SB6052"
SB5141
SB5375
"SB5463, SB5444, SB6146, SB6049, SB5992"
"SB6307, HB2673"
"SB6468, SB6188, HB2532, SB6517, HB2461, SB6408, HB2817, SB5689"
HB2711
HB1669
"HB2296, SB6026, HB2310, SB6147"
"HB2559, SB6482"
"HB2595, SB6353"
"SB6043, HB2716, HB2862"
"HB1476, HB2420"
HB1059
HB1311
HB1344
HB2565
SB6127
HB2758
"SB5411, HB1437"
"HB2779, HB2816"
"HB1054, SB6048, SB5025"
"SB6188, HB2532, HB2633, SB6213"
"SB6010, SB6002"
"HB1715, HB2114"
"HB2515, HB2750, SB5700"
"HB2653, SB6203"
"HB2832, SB6274, HB2330, SB6222, SB5996, HB1630, HB2870, SB6467"
"SB5596, SB6222, HB1570, SB6274, HB2832"
HB2576
HB2957
SB5450
SB6106
"SB6199, HB2587, HB2624, HB2751, HB2938, HB2963, SB6079, SB6082, SB6229, SB6296"
"HB2498, SB6150"
"HB2716, SB6043"
HB2967
"SB6340, HB1560"
HB2327
HB2822
HB2330
"HB2285, SB6140, SB6211, SB6539"
HB2892
HB2639
HB2640
SB6032
SB6002
"HB1434, HB1869, HB1896, HB2587, HB2624, HB2669, HB2746, HB2751, SB5295, SB6079, SB6082, SB6184, SB6229, SB6230, SB6231, SB6245, SB6296"
"HB2299, SB6072"
HB2667
"SB5991, HB2455"
SB6140
"HB1122, HB2293, SB5444, SB5463, SB5992, SB6006, SB6049, SB6146, SB6298, SB6415, SB6620"
"HB1904, HB2278"
HB2336
"HB2653, HB2549, HB2340, SB5955, HB2201, HB1410, SB5288, HB1860, SB6414, HB2338, HB2357, HB2403, SB6043, HB2716"
SB5179
SB5418
SB6413
SB6052
"HB1570, SB5407, SB6222"
SB5064
"HB2410, HB2319, HB2931, HB2327, SB6253"
HB2931
"SB6273, HB2836, SB6308"
"SB6188, HB2532, HB2633, SB6213, HB3003"
"HB2757, HB2338"
"SB6109, HB1622"
"HB1541, HB1047"
"HB2512, HB2750"
HB2517
"HB2653, SB6080"
"SB6620, SB5992"
"HB2748, SB6362, HB1488"
"HB2748, SB6362, HB1827"
SB6135
SB6614
"HB1054, SB5025, HB1991"
"HB1054, SB5025, HB2408, SB6048, SB6084, HB2355, SB6062"
HB2278
"HB2367, SB6029, HB1169, HB1433"
HB2437
HB2652
"HB2652, SB6140"
"HB2779, SB6419"
SB6434
"SB6434, HB2900"
"SB6434, HB2782"
SB6550
SB6417
SB5592
"SB6362, HB1827, HB1377, HB2779"
SB6010
"SB6219, SB6037, HB1523"
HB2200
"SB6105, SB6219"
SB6222
SB6360
"HB2595, HB1513, SB6021"
"HB2112, SB5823, SB6129, HB2708"
"HB2555, SB6384"
"HB2711, SB6417"
"HB2903, SB6527, SB5493, HB1506"
"HB2702, HB2703"
HB1559
HB2703
HB2482
"HB2995, HB2997"
HB2995
HB1999
"HB2400, SB6061"
SB5296
HB1515
HB1527
HB1147
HB1594
"HB1879, SB5806"
HB1112
"HB1756, SB5724"
SB5497
"HB1112, SB5426"
SB5025
SB5426
SB5522
HB1096
"HB1102, SB5134"
HB1523
SB5184
SB5380
"HB1074, SB5057"
"HB1398, SB5438"
"HB1194, SB5134"
HB1502
SB5453
"SB5397, HB1204"
"HB1087, SB5331"
"HB1136, HB1603, HB1592, SB5684"
"HB1549, SB5561"
"SB5290, HB1561, SB5435"
"SB5376, HB1503"
SB5662
"SB5806, HB1879"
SB5836
"HB1023, SB5396"
"HB1380, HB1336, HB1211, SB5116, HB1257"
HB1110
HB1553
"HB1577, SB5574, SB5088, HB1109, SB5153, SB5154, HB1108"
"HB1729, SB5660, HB1447"
SB5371
"SB5061, SB5062, SB5143, SB5174"
"SB5088, SB5574, HB1577"
"SB5181, SB5205, SB5061, SB5062, SB5143, SB5174"
"HB1003, HB1131, HB2052, SB5155"
HB1064
"HB1066, SB5034"
HB1087
"HB1371, SB5680"
HB1389
HB1708
HB1726
HB1815
"HB1109, HB1085, HB1308"
HB1504
HB1651
HB1742
"HB1897, SB5830"
"SB5375, HB1318"
"SB5577, HB1580"
"SB5819, SB5038, HB1825"
"SB5290, HB1263"
SB5613
"HB1110, SB5412, SB5811"
"HB1118, SB5682"
"HB1224, SB5292, SB5251"
"HB1342, SB5799"
"HB1679, SB5676"
"HB1722, SB5708"
"HB1903, SB5891"
"SB5116, HB1211"
"SB5190, SB5021, HB1155"
SB5583
"SB5836, HB2048"
SB5893
"HB1416, SB5394"
"SB5602, HB1638"
SB5292
SB5478
"SB5199, HB1382"
"HB1556, SB5808"
"SB5112, HB1195"
SB5759
HB1841
SB5698
"HB1523, SB5526"
SB5120
"HB1527, SB5810"
"HB1034, SB5020"
SB5116
"HB1257, SB5115, HB1444, SB5293"
"HB1074, SB5057, HB1873, SB5972"
"HB1155, SB5190, SB5344, HB1965"
HB1879
"SB5292, SB5251, HB1224"
SB5487
SB5682
"SB5893, HB2071"
HB1224
"HB1841, HB1842, HB1843"
"SB5533, HB1645"
"HB1453, SB5600, SB5290, HB1434"
"HB1931, HB1155, SB5190"
"HB1211, SB5116"
HB1340
"SB5251, SB5292, HB1224"
SB5336
SB5981
HB1296
SB5602
SB5634
"HB1546, HB1946, HB2047, HB2097, SB5547"
HB1074
"SB5274, HB1317"
"SB5290, HB1406"
"SB5343, SB5532"
HB1002
HB1331
"HB1654, SB5376, SB5528"
SB5553
SB5936
HB1071
"HB1074, SB5057, HB1854, SB5376, HB1071, SB5064"
HB1134
HB1412
"HB1577, SB5574, SB5088"
"HB1578, SB5578"
HB1591
"HB1646, HB1631, HB2064, HB2063"
"HB1776, SB5741"
HB1854
HB1453
HB1642
"SB5174, HB1315"
"SB5358, HB1377, SB5646, HB1406"
SB5438
"SB5489, HB2009"
SB5579
"SB5774, SB5428"
"SB5129, SB5961, SB5810"
"SB5235, SB5116, HB1211, HB1817"
"SB5336, HB1515, SB5513, SB5926, HB2039"
"SB5715, HB1729, SB5660"
"HB1324, SB5423"
HB1355
HB1452
HB1751
"HB1791, SB5851"
HB1798
"HB2048, SB5836"
"HB1110, HB1000, HB1117, SB5104, SB5412"
"HB1319, HB1346, HB1786, SB5434"
"HB1784, SB5701, HB1946, HB1546, SB5547, SB5873, HB1348, HB1324"
HB2042
"HB2042, SB5336"
"HB2042, SB5336, HB1110"
"SB5025, HB1168"
SB5446
"SB5602, SB5889"
"SB5327, HB1336"
"SB5506, HB1110, SB5830, HB1897, SB5971, HB1025, SB5765, SB5163"
"SB5745, SB5850, HB1949, SB5434"
HB1767
SB5076
SB5339
SB5588
"HB1118, HB1389, SB5682, SB5472"
HB1652
"SB5376, SB5511, HB1498, HB1594"
SB5199
"HB2009, SB5489"
HB2051
HB1756
SB5356
"HB1074, SB5986, HB1873, HB1587"
HB1195
"SB5116, HB1211, SB5223"
HB1336
"HB1064, SB5029"
HB1468
"HB1110, SB5811"
"HB1224, SB5292"
"HB2071, SB5927"
"SB5514, SB5395"
HB1788
SB5649
"HB1331, SB5988"
"HB1434, SB5290, HB2561, SB5435"
HB1869
SB5272
SB5290
"SB5290, HB1561, HB1657"
SB5376
"SB5665, HB1644"
SB5982
"HB1074, HB1873, SB5986"
"HB1651, HB1422, HB1199, HB1394, SB5359, SB5483, SB5536"
"SB5292, HB1224"
"HB1729, HB1768"
HB1023
"HB1216, HB1139, SB5141, SB5146, SB5290, SB5313, SB5317, SB5395, SB5354, HB1599"
"HB1399, HB1743, HB1490, HB1913"
"HB2097, HB2047, HB1516"
"HB2158, HB1109"
"HB1225, HB1739, HB1786, HB1949, SB5027, SB5181, SB5205, SB5508, SB5514"
HB1324
SB5088
SB5395
"SB5577, SB5918"
"SB5602, HB1638, SB5395"
SB5704
HB1065
HB1109
"HB2144, SB5487"
"HB1182, HB1599, SB5343"
"HB1444, HB1257"
SB5343
"SB5343, SB5315, SB5548, SB5014, SB5088, HB1599"
"HB1815, SB5497"
"HB1815, SB5497, SB5600, SB5441"
"SB5376, SB5641"
"HB1257, HB1444, HB1796"
SB5323
"HB1110, SB5971"
HB1706
"SB5738, SB5134, SB5394, HB1407, HB1123, SB5800, HB2158, SB5166, HB1102"
"SB5959, HB2097"
"HB1756, SB5961"
HB1034
"SB5412, HB1110"
SB5549
HB1696
SB5449
HB2157
"HB2158, SB5327"
SB5985
HB1599
"HB1599, SB5313, HB1109"
"HB1155, HB2158"
HB1903
HB1603
"SB5360, SB5359, SB5021, SB5022, SB5297, SB5063"
"SB5811, HB2042"
SB5153
HB1390
HB2158
HB2161
"SB5511, HB1498"
SB5986
"SB5218, HB1134"
SB5983
HB1865
"HB1422, HB1394, SB5359, SB5483, SB5536"
SB5287
SB5828
HB1793
HB1325
"HB1401, SB5276"
SB5274
SB5444
SB5526
SB5953
SB5961
"SB5526, HB1523"
"SB5926, HB2039"
SB5318
"SB5116, HB1110, SB5811, HB1112, HB2042"
"SB5116, SB5336, HB1512"
"HB1257, HB1444"
"SB5812, HB1797, HB1923"
HB1236
"SB5489, SB5116"
HB2035
HB1130
"SB5456, SB5457"
"SB5054, HB1768"
SB5235
HB2097
"SB5324, HB1263"
"SB5395, HB1407"
SB5511
"SB5927, HB2071, SB5893"
HB1282
HB2167
"HB1854, SB5376"
"HB1376, SB5749"
HB1817
"HB2071, SB5893"
HB1975
"SB5819, HB1825"
HB1938
HB1888
SB5363
"HB1527, HB1109"
SB5717
"HB1110, SB5412"
"HB1793, HB2132"
HB1923
"HB1923, SB5008, SB5812"
HB1018
HB1632
SB5406
SB5765
SB5957
SB6170
SB6479
SB6122
HB2803
"HB1938, SB6328"
"HB2204, HB2502"
"HB2710, HB2360, SB6080, HB2355"
"HB2773, SB5893, HB2071, SB5927"
"SB6404, SB6275"
"SB6515, HB2328, SB6396, SB6250"
HB2374
"SB5116, HB1597"
"SB6291, HB2720, HB2442, HB2364"
HB1562
"HB2354, HB2355, HB2356"
"HB2405, SB6222, HB2667, HB2372, SB6464"
"SB6613, SB6509"
"HB2597, SB6275"
"HB1608, HB2036, HB2376, SB6209, HB2568, SB6404, HB2597, SB6275, SB6384"
HB2310
HB2438
HB2662
SB6254
"HB2638, SB6394"
HB2307
"HB1390, SB5400"
HB2335
"HB2679, SB6451, SB6404, HB2821, SB6128, SB6016"
HB2744
"SB6063, HB2299"
SB6490
SB6492
"HB1317, SB5392, HB1697"
"HB2825, SB6355, HB2311, SB6529, HB2786"
SB5601
HB2451
HB2661
"HB2852, HB2568, SB6404, HB2464"
"SB6017, SB6581, SB6492, HB2907"
SB6213
SB6281
"SB6434, HB2777"
"HB2328, SB6250, SB6396, SB6515"
HB2360
"HB2374, SB6340, HB2782"
"HB2396, HB2742, HB2856, SB6281, SB6513"
"HB2406, SB6225"
HB2520
HB2550
HB2567
"HB2568, SB6404"
"HB2696, SB6329"
SB6128
"SB6187, SB6281, HB2907, SB6652, SB6492, HB2742, SB6065, SB6280"
"HB2239, HB2304"
"HB2277, SB6112"
"HB2335, HB2360, HB2438, SB6088, HB2710"
"HB2354, HB2355"
"HB2453, HB1694, HB1775"
"HB2486, SB6318"
HB2521
"HB2711, SB6511"
"HB2780, SB6536, HB2343, HB2570, SB6617, SB6302, SB6618, HB2620, SB6411"
HB2793
"HB2907, SB6669"
HB2221
HB2710
SB5799
SB6110
"SB6281, HB2363, HB2856"
SB6567
"HB2797, SB6631"
"HB2184, SB5395"
"HB2413, SB5996, HB2311, SB6272, HB2550, HB2325, SB6168, HB1110, SB5412, SB6195, SB6365, HB2559, HB2668, SB6628, SB6306, SB5947, HB2768, HB2549, HB2713, HB1145"
HB2415
"HB2415, SB6514, HB2588, SB6324"
"HB2415, SB6518"
"HB2621, SB6369"
"HB2625, SB5680, SB6519, HB2850"
"HB2708, HB2288, SB6279"
"HB2742, SB6281"
HB2541
SB5810
SB6416
SB6668
SB6313
HB1179
HB2763
HB2828
"SB6305, HB2815"
SB6312
HB1191
HB1521
"HB1722, SB5708, HB2529, SB6134, HB2575"
"HB2360, HB2496"
"HB2722, SB6278"
"HB2576, SB6442"
"SB6087, SB6088, HB2360, HB2662, SB6100, SB6113"
SB6077
"HB1793, SB5789, HB2688, SB6398"
HB2337
"HB2337, SB6447"
"SB6411, HB2620"
"HB2511, SB6247"
"SB5376, HB1854"
HB1608
HB1516
SB5212
HB2564
HB1165
SB6088
SB6287
"HB2619, HB2737"
HB2915
HB2484
HB2502
HB2773
"SB5811, HB2676, HB2645"
SB6515
HB2656
"SB6357, HB2492"
SB6050
"HB2737, SB6588"
HB2380
"HB1317, HB2905"
HB2405
SB6409
"HB2607, HB2453, SB6379, HB1694"
HB1368
HB2646
"HB2467, HB2555, SB6077, HB2240, HB2784, HB2241, SB6161, SB6076, HB1286, SB5340, SB5062"
"HB1131, SB5155"
"HB1502, SB5628"
"HB2204, SB6104"
"HB2362, SB6652"
"SB6628, HB2248, HB1110, SB6012"
SB6480
"SB6480, SB6505"
SB5628
SB6168
SB6370
SB6430
SB6228
"HB2528, SB6355, HB2311"
HB2890
HB2734
SB5792
SB5927
"SB6404, HB2568"
"HB2518, SB5981"
"HB2742, HB2856, SB6280, SB6281"
"HB2780, SB6536, HB2570, SB6617, SB6302, HB2673, HB2620, SB6411"
"SB6037, SB6287"
SB6280
"SB6606, SB5789, HB1793, HB2332, SB6497"
"HB1651, HB1422, SB6287, SB6378"
HB2722
"HB2907, SB6669, HB2948, SB6692"
HB2701
HB2708
SB6038
SB6234
"HB2662, SB6088, SB6087, HB2462, SB6404"
"HB2777, SB6434"
SB6087
"SB6288, HB2240"
"SB6307, SB6289"
"SB6405, HB2158"
"SB6577, SB6478, SB6557"
SB6657
"HB1808, SB6312"
"HB2322, SB6248, HB2804, SB5522, SB6168"
"HB2625, SB6248, SB6168, HB2322"
"SB6168, SB6248, HB2322, HB2797, HB2804, SB6617, HB2343, SB5323, SB6690, HB2793, SB6316"
"SB6248, SB6528, HB2443, HB2444, SB6210"
"SB6248, HB2352, SB6312, HB2931, SB5762"
SB6411
SB6202
SB5643
SB5821
SB6086
"HB2426, SB6404"
"HB2773, SB5927"
"SB5811, HB2676"
"HB2945, SB6690"
"HB2528, HB2311"
"SB5628, HB1502"
"SB6087, SB6088, HB2662"
"SB6088, SB6152, HB2710"
"HB2411, HB2564, SB6170"
SB6068
"HB2892, SB6628"
SB5641
"HB1503, HB2396, HB2401, SB6280, SB6281"
"HB2945, SB6690, HB2614"
"HB2412, HB2319, SB5006"
HB2907
"SB6281, SB6280, HB1503, HB2442, HB2396"
SB6288
"SB6288, SB5434"
SB6478
"HB2322, HB1948, HB2804, SB6617"
"SB6248, HB2322, HB2804, SB6617"
"SB6528, SB6210, SB6248"
SB6534
"HB2625, SB6248, SB6168"
"HB2803, SB6601"
"SB6248, HB2352, SB5792, SB6312"
"SB5339, HB2576, SB6442"
HB2787
"HB2607, SB6611"
SB6551
SB6617
HB2456
HB2740
HB1156
SB5062
SB5134
SB5365
SB5020
SB5026
SB5126
SB5133
"SB5219, SB5022"
"SB5327, HB1213, SB5070, HB1044, HB1517"
HB1030
"HB1168, SB5201"
HB1009
HB1015
HB1019
"HB1028, HB1162, SB5030, SB5044"
"HB1028, SB5228, HB1517, HB1166, HB1009, HB1273, SB5227, HB1472, HB1213, SB5237, HB1504"
HB1054
"HB1062, SB5049"
"HB1073, HB1097, HB1127, HB1161, HB1242, HB1340, SB5020, SB5025, SB5062, SB5090, SB5115, SB5191, SB5203, SB5302"
"HB1078, HB1156, SB5170, SB5148, SB5182"
HB1084
HB1091
"HB1091, SB5126"
"HB1091, SB5192"
HB1093
"HB1093, SB5092"
"HB1094, SB5092"
HB1097
"HB1120, HB1124, HB1218"
HB1124
"HB1124, HB1218, HB1095, HB1120"
"HB1127, SB5020, SB5062, SB5219"
HB1129
"HB1132, HB1094, SB5092, HB1385, SB5060, HB1206, HB1143, SB5230, SB5278, SB5355"
HB1141
"HB1143, SB5230"
HB1143
"HB1147, HB1099"
"HB1151, HB1093, HB1297, HB1342, SB5091, SB5096, SB5214"
HB1152
"HB1157, SB5235"
HB1161
"HB1165, SB5062"
"HB1166, HB1009, HB1044, HB2028, SB5070, SB5227, HB1119, SB5215"
HB1168
"HB1168, HB1107, HB1030"
HB1196
HB1202
"HB1202, HB1310, HB1267, HB1054"
HB1203
"HB1207, HB1135, SB5214"
HB1212
HB1213
"HB1213, SB5237, HB1370"
HB1218
HB1219
HB1220
HB1225
"HB1236, SB5160"
HB1258
"HB1272, HB1152, SB5901"
"HB1272, HB1160, SB5271, HB1096"
"HB1275, SB5311"
HB1297
"HB1301, HB1304"
HB1303
HB1310
"HB1336, SB5383"
"HB1337, HB1157, SB5235, HB1099, HB1220"
HB1359
HB1372
HB1375
HB1382
"HB1408, HB1041, HB1024"
"HB1418, SB5065"
HB1424
HB1437
"HB1465, HB1406, HB1111, SB5096"
HB1472
HB1477
HB1543
HB1550
"HB1550, HB1194"
"HB1028, HB1213, HB1044, HB1088, HB1166, HB1009, HB1191, HB1517, HB1472, SB5160, SB5227, SB5228, SB5229, SB5321, SB5070, SB5052, HB1149, SB5204, SB5313, SB5209, HB1016, HB1182, SB5027, HB1368, HB1061, HB1090"
"HB1084, SB5126, SB5093"
HB1085
HB1128
"HB1196, SB5325"
"HB1236, SB5160, SB5096"
"HB1310, SB5051, HB1054, HB1089"
"HB1395, SB5091, SB5141, HB1117, SB5172, SB5396, SB5317, SB5318, SB5342, HB1285, SB5096, SB5230, HB1341, HB1168"
SB5001
SB5003
SB5004
SB5009
SB5010
SB5018
"SB5020, HB1127, SB5203"
"SB5020, SB5203"
SB5022
"SB5022, SB5020, HB1368, SB5191, HB1161"
"SB5022, SB5020, HB1368, SB5203, SB5191, HB1161"
SB5030
SB5034
SB5038
"SB5038, HB1283, SB5078, SB5327, HB1054, SB5051, HB1267, HB1092, SB5259, HB1089"
"SB5038, SB5078, SB5327, HB1054, SB5051, HB1089, HB1267, SB5259, HB1094, SB5092"
"SB5038, SB5327, HB1054, SB5051, HB1267, SB5259, HB1089, HB1094, SB5092"
"SB5049, SB5022"
"SB5062, HB1477"
"SB5062, SB5242"
"SB5062, SB5259, SB5051, HB1054"
"SB5062, SB5262, HB1127, HB1274, HB1323, SB5191"
"SB5062, SB5025, SB5262, HB1274, HB1212, HB1127"
"SB5068, SB5377, SB5399, HB1272"
SB5078
SB5080
SB5092
SB5096
"SB5096, HB1406, HB1496, HB1465"
SB5103
"SB5114, SB5160, HB1368, HB1095"
"SB5126, SB5174"
SB5145
SB5149
SB5172
"SB5174, SB5415"
SB5188
"SB5190, HB1272, HB1152, HB1076"
SB5192
"SB5192, HB1091"
SB5194
"SB5194, HB1318"
SB5195
SB5203
SB5230
SB5237
"SB5237, HB1213"
"SB5237, HB1370, HB1370"
SB5267
"SB5299, SB5092"
"SB5299, SB5389"
SB5331
SB5342
SB5354
SB5377
SB5383
SB5396
"SB5401, HB1009"
"SB5411, SB5373, SB5216, HB1168"
SB5421
SB5476
SB5483
"SB5022, HB1488"
"SB5062, HB1076, HB1182, SB5209, SB5096"
"SB5091, SB5141, HB1117, SB5172, SB5396, SB5317, SB5318, SB5096, SB5230, HB1168, HB1199, SB5038, SB5126"
"SB5096, HB1297"
SB5214
"SB5219, SB5022, HB1488"
SB5226
"SB5249, HB1028"
SB5355
SB5373
HB1127
"HB1151, HB1080, HB1093, HB1297, HB1342, SB5091, SB5096, SB5214, SB5092"
HB1232
"HB1275, SB5294"
HB1287
"HB1310, HB1054"
HB1386
HB1426
HB1564
SB5095
SB5284
"SB5377, HB1196"
"HB1054, HB1310"
HB1099
"HB1000, HB1001"
"HB1016, HB1041"
HB1043
"HB1080, SB5083, HB1385"
